OBJECTID,BP_NO,STATUS,ADDRESS,UNIT_NO,DESCRIPTION,SCOPE,FILE_TYPE,BLDG_TYPE,APP_DETAIL,APPL_AREA,STOREYS,EST_CON_VALUE,RES_UNITS,DEMO,POSTAL_CODE,BLDG_NO,WARD,ZAREA,LATITUDE,LONGITUDE,APPLICATION_DATE,ISSUE_DATE,COMPLETE_DATE,latitude,longitude
29737,BP 3ALT 25-7608,COMPLETED -ALL INSP SIGNED OFF,6985 FINANCIAL DR,3RD FLR,INTERIOR ALTERATION TO 3RD FLOOR CORRIDOR & ELEVATOR LOBBY - LANDLORD WORK,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,137,,313319,,N,L5N 0A1,,11,53w,43.6113997,-79.74737057,1745884800000,2025-05-26,1764633600000,43.611399699970704,-79.74737057052165
29816,BP 9NEW 25-6429,ISSUED PERMIT,194 INDIAN VALLEY TR,,DEMOLISH EXIST ATTACHED GARAGE & PARTIAL SECOND FL  RECONSTRUCTION OF DEMOLISHED AREAS INCL NEW BELOW GRADE CAR LIFT IN GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,155.95,2,497208,,N,L5G 2K6,,1,08,43.56012357,-79.59879511,1739491200000,2025-05-30,,43.56012357424885,-79.59879510500984
29822,BP 9ALT 22-5175,COMPLETED -ALL INSP SIGNED OFF,1016 MISSISSAUGA HEIGHTS DR,,ALTERATION TO ADD NEW FRONT PORCH W/ LIFT PLATFORM OF EXISTING SFD,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,20.9,,22360,,N,L5C 1A6,,7,16,43.55123025,-79.63103901,1671148800000,2025-06-02,1750982400000,43.55123024575158,-79.6310390126791
29830,BP 3NEW 25-7826,ISSUED PERMIT,7315 DAVID HUNTING DR,,REPLACEMENT OF EXTERIOR ENTRANCE ACCESSIBLE RAMP,ALTERATION TO EXISTING BLDG,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,30,,48750,,N,L5S 1W3,,5,49w,43.69594684,-79.66821042,1746748800000,2025-06-02,,43.69594683678996,-79.66821041955387
29846,BP 3ALT 24-4168,COMPLETED -ALL INSP SIGNED OFF,5105 HURONTARIO ST,,REVISION TO BP 22-3528 - INTERIOR & EXTERIOR ALTERATIONS FOR NEW CORRIDOR & ELEVATOR PENTHOUSE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,915,,789880,,N,L4Z 0C9,A,5,36w,43.60911999,-79.65497227,1727136000000,2025-06-03,1768780800000,43.60911999119672,-79.65497227049123
29884,MECH 25-7203,ISSUED PERMIT,2389 CLIFF RD,,HVAC UPGRADES INSTALLATION OF (7) ERV'S AND (1) MUA UNIT - CLIFTON PUBLIC SCHOOL,OTHER,PUBLIC,SCHOOL - ELEMENTARY,,,,246480,,N,L5A 2P1,,7,14,43.5841649,-79.60094254,1743552000000,2025-06-05,,43.584164902900646,-79.60094253590718
30034,BP 9ALT 25-6970,COMPLETED -ALL INSP SIGNED OFF,2630 MISSISSAUGA RD,,REVISION TO PERMIT 21-6934 - INTERIOR & EXTERIOR ALTERATIONS INCLUDING NEW ELEVATOR,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,267.4,,158301,,N,L5H 2L5,,8,17,43.53521618,-79.6503919,1742428800000,2025-06-17,1772064000000,43.53521617651533,-79.65039189842113
30109,FIRE 25-8223,COMPLETED -ALL INSP SIGNED OFF,1200 AEROWOOD DR,6,FIRE SUPPRESSION SYSTEM - THE BRAMPTON NILGIRIS INC.,OTHER,INDUSTRIAL,MULTI-TENANT INDUSTRIAL,,0,1,54080,,N,L4W 2S7,,5,35w,43.63814866,-79.63842888,1749081600000,2025-06-23,1752451200000,43.638148657136774,-79.63842887837862
30173,BP 9ALT 24-5258,ISSUED PERMIT,505 COMANCHE RD,,ADDITION TO 2ND FLOOR  EXTERIOR AND INTERIOR ALTERATIONS TO ALL FLOORS  NEW REAR DECK  NEW ELEVATOR,ADDITION AND ALTERATION,RESIDENTIAL,DETACHED DWELLING,,18.85,,437077,,N,L5H 3R1,,2,08,43.55417274,-79.60644821,1732665600000,2025-06-26,,43.55417274469783,-79.60644821267567
30314,BP 9ALT 24-3220,ISSUED PERMIT,157 HARBORN TR,,REVISION TO BP 23-10538 - PROPOSE STORAGE SPACE ABOVE BASEMENT RAMP  COVERED ROOF OVER REAR DECK,REVISIONS,RESIDENTIAL,DETACHED DWELLING,,35,,76570,,N,L5B 1A7,,7,15,43.56706448,-79.60643513,1722211200000,2025-07-08,,43.5670644832509,-79.60643513087388
30449,BP 3ALT 25-8897,ISSUED PERMIT,70 MINEOLA RD E,,INTERIOR ALTERATIONS INCLUDING NEW BARRIER FREE ACCESS WITHIN INTERNAL COURTYARD - PORT CREDIT SECONDARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - SECONDARY,,140,,320180,,N,L5G 2E5,,1,07,43.56266115,-79.58676711,1752537600000,2025-07-17,,43.562661153589225,-79.58676711072384
30593,BP 9ALT 25-8774,ISSUED PERMIT,1556 HAMPSHIRE CRES,,INTERIOR ALTERATIONS TO THE BSMT  FIRST & SECOND FLOOR  ADD ELEVATOR TO ACCOMODATE ALL FLOORS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,52.5,,31080,,N,L5G 4S9,,1,08,43.56473418,-79.59784093,1751932800000,2025-07-29,,43.56473418117261,-79.59784092720554
30622,FIRE 25-8786,ISSUED PERMIT,6500 GOTTARDO CRT,,INSTALLATION OF SPRINKLERS AT COLUMNS - GAL CANADA ELEVATOR,SPRINKLERS,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,,,48750,,N,L5T 2A2,,5,43e,43.65423252,-79.67337817,1751932800000,2025-07-30,,43.654232522860106,-79.67337817397947
30811,BP 3NEW 25-8511,COMPLETED -ALL INSP SIGNED OFF,2580 SHARON CRES,,NEW FRONT YARD DECK WITH RAMP - ALZHEIMER SOCIETY OF PEEL,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,48750,,N,L5C 1Y8,,7,16,43.55566075,-79.64214501,1750291200000,2025-08-15,1769731200000,43.55566075088229,-79.64214501220081
30917,FIRE 25-9194,COMPLETED -ALL INSP SIGNED OFF,30 HIGH ST E,,FIRE ALARM SYSTEM UPGRADE (ELEVATOR MODERNIZATION),OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5G 1J8,,1,08,43.55342433,-79.58620577,1753833600000,2025-08-26,1770854400000,43.553424325803036,-79.58620577380879
31486,BP 3ALT 25-9927,COMPLETED -ALL INSP SIGNED OFF,5329 NINTH LINE,,DEMOLITION OF TEMPORARY EXTERIOR STAIRS AND ACCESSIBLE ELEVATOR,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL - OTHER,,,,48750,,N,L5M 5X5,,10,57,43.54347182,-79.7436147,1758240000000,2025-10-17,1773100800000,43.54347181602098,-79.74361469824946
31676,BP 3ALT 25-9102,ISSUED PERMIT,1330 MISSISSAUGA VALLEY BLVD,,CONCRETE REPAIRS TO EXTERIOR RAMP,ALTERATION TO EXISTING BLDG,RESIDENTIAL,CONDOMINIUM ROW DWELLING,,,,48750,,N,L5A 3T1,,4,21,43.59786544,-79.62750406,1753401600000,2025-10-31,,43.597865438883304,-79.62750405946355
32209,FIRE 25-9479,ISSUED PERMIT,25 PAISLEY BLVD W,,FIRE ALARM PANEL INSTALLATION AND ELEVATOR MODIFICATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,100620,,N,L5B 1E3,,7,15,43.57578449,-79.61102612,1755475200000,2025-12-18,,43.57578449242425,-79.61102611857234
32260,BP 3ALT 25-10305,ISSUED PERMIT,5675 KENNEDY RD,,INSTALLATION OF A NEW ELEVATOR - HYDRO EXTRUSION CANADA,ALTERATION TO EXISTING BLDG,COMMERCIAL,COMMERCIAL OFFICE- SINGLE USER,,10.05,,48750,,N,L4Z 2H9,,5,36e,43.63056342,-79.65759566,1760400000000,2025-12-23,,43.63056342012131,-79.65759565948544
32443,BP 3ALT 25-10914,ISSUED PERMIT,5700 TERRY FOX WAY,,"INTERIOR ALTERATION - NEW BAR IN 2ND FLOOR  PRO SHOP RENO & NEW (3) RTU  (1) MUA  EXTERIOR RAMP REPAIR - ""BRAE BEN GOLF COURSE""",ALTERATION TO EXISTING BLDG,PUBLIC,PUBLIC - OTHER,,253,2,482699,,N,L5V 2W2,,6,38e,43.59891779,-79.69591933,1763424000000,2026-01-19,,43.59891779449293,-79.69591933248944
32532,BP 3NEW 25-9986,ISSUED PERMIT,7400 EAST DANBRO CRES,,NEW EXTERIOR COVERED BARRIER-FREE RAMP - CHEP CANADA CORP.,ADDITION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,62.15,,48750,,N,L5N 8C6,,9,54w,43.60725534,-79.78007887,1758585600000,2026-01-26,,43.60725534083787,-79.7800788742351
32677,BP 3ALT 24-5600,ISSUED PERMIT,6755 INVADER CRES,,INTERIOR & EXTERIOR (STAIR & RAMP) ALTERATIONS - BACKERHAUS VIET LTD,ALTERATION TO EXISTING BLDG,INDUSTRIAL,INDUSTRIAL - OTHER,,2322,,3248478,,N,L5T 2B7,,5,42w,43.66191297,-79.67789631,1734566400000,2026-02-09,,43.66191296578123,-79.67789631460728
32749,BP 3NEW 25-10837,ISSUED PERMIT,1755 ARGENTIA RD,,REVISION TO PERMIT 24-5568 - INTERIOR & EXTERIOR ALTERATIONS INCLUDING NEW COVERED EXTERIOR RAMP & REMOVE (2) MEZZANINES,ALTERATION TO EXISTING BLDG,INDUSTRIAL,SINGLE TENANT INDUSTRIAL,,454,,391950,,N,L5N 1V2,,11,45w,43.60582928,-79.73475917,1762905600000,2026-02-17,,43.60582927956881,-79.73475916912193
33001,BP 9ALT 26-312,ISSUED PERMIT,4935 MAXINE PL,,""" CANCELLATION REQUEST SENT TO INSPECTION""  INTERIOR ALTERATIONS TO BASEMENT  FIRST & SECOND FLOOR  INSTALL NEW ELEVATOR",ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,27.5,,16280,,N,L4Z 4H9,,4,28,43.6107716,-79.64469705,1769558400000,2026-03-16,,43.61077160287879,-79.6446970474285
33005,FIRE 26-863,ISSUED PERMIT,2425 MATHESON BLVD E,,FIRE ALARM SYSTEM UPGRADE ( ELEVATOR MODERNIZATION ),OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,8,103610,,N,L4W 5K4,,5,34w,43.65687205,-79.60352806,1773273600000,2026-03-16,,43.6568720493109,-79.60352805683222
33056,BP 9ALT 26-816,ISSUED PERMIT,3341 SUNDEW CRT,,NEW ELEVATOR IN EXISTING GARAGE,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,,,31720,,N,L5N 5X6,,10,56,43.56417651,-79.75643737,1773014400000,2026-03-20,,43.56417651482653,-79.75643737410985
33091,FIRE 26-949,ISSUED PERMIT,350 BURNHAMTHORPE RD W,,FIRE ALARM SYSTEM UPGRADE ( ELEVATOR MODERNIZATION ),OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,103610,,N,L5B 3J1,,7,22,43.58531269,-79.64323372,1773792000000,2026-03-24,,43.585312686061016,-79.6432337150337
33124,FIRE 26-977,ISSUED PERMIT,5255 ORBITOR DR,,FIRE ALARM SYSTEM UPGRADE (ELEVATOR MONDERNIZATION),OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,103610,,N,L4W 5M6,,5,34e,43.66043735,-79.60532902,1774224000000,2026-03-26,,43.66043734930541,-79.60532901665566
33351,BP 3NEW 25-9437,ISSUED PERMIT,1111 FORESTWOOD DR,,INTERIOR ALTERATION TO CONVERT STORAGE SPACE TO (12) DWELLING UNITS (8 ON GROUND FLOOR & 4 IN THE BASEMENT) WITH EXTERIOR NEW BARRIER-FREE RAMP,ALTERATION TO EXISTING BLDG,RESIDENTIAL,APARTMENT (> 6 UNITS),,453.9,,1435631,12,N,L5C 1H3,,6,23,43.55884101,-79.647058,1755129600000,2026-04-16,,43.55884100710517,-79.6470580037549
33397,FIRE 26-420,ISSUED PERMIT,120 ACORN PL,,FIRE ALARM SYSTEM UPGRADE FOR ELEVATOR MODERNIZATION,OTHER,RESIDENTIAL,APARTMENT (> 6 UNITS),,,,103610,,N,L4Z 3N5,,4,28,43.60512331,-79.64384331,1770249600000,2026-04-21,,43.6051233130716,-79.64384330735668
33472,BP 3ALT 26-1088,ISSUED PERMIT,1480 CHRISEDEN DR,,INTERIOR ALTERATION TO ADD ELEVATOR & NEW UNIVERSAL WASHROOM - TECUMSEH P.S.,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,150,,343050,,N,L5H 1V4,,2,09,43.54668689,-79.61364355,1774828800000,2026-05-01,,43.54668688946703,-79.61364355141532
33480,BP 3NEW 25-9235,ISSUED PERMIT,2444 HURONTARIO ST,,NEW EXTERIOR BARRIER - FREE RAMP,OTHER,COMMERCIAL,COMMERCIAL OFFICE - MULTI-USER,,,,48750,,N,L5B 2V1,,7,15,43.57674311,-79.61228922,1754006400000,2026-05-04,,43.57674310828813,-79.6122892207256
33484,BP 9ALT 26-773,ISSUED PERMIT,5248 FORESTWALK CIR,,FINISHED BASEMENT  INSTALL AN ELEVATOR TO ACCOMODATE ALL FLOORS,ALTERATION TO EXISTING BLDG,RESIDENTIAL,DETACHED DWELLING,,33,,19536,,N,L4Z 4A3,,5,36w,43.61705896,-79.65098209,1772668800000,2026-05-04,,43.61705896089999,-79.6509820938688
33539,BP 3ALT 26-1156,ISSUED PERMIT,3675 SAWMILL VALLEY DR,,INTERIOR ALTERATIONS TO ACCOMODATE NEW ACCESSIBLE PLATFORM LIFT - ST MARK ELEMENTARY SCHOOL,ALTERATION TO EXISTING BLDG,PUBLIC,SCHOOL - ELEMENTARY,,8.4,,19211,,N,L5L 2Z5,,8,31,43.55365548,-79.68089042,1775520000000,2026-05-08,,43.553655481035655,-79.68089042102159
