_id,no_demande,id_permis,date_debut,date_emission,emplacement,arrondissement,code_type_base_demande,description_type_demande,description_type_batiment,description_categorie_batiment,nature_travaux,nb_logements,longitude,latitude,loc_x,loc_y,rank
228619,3001292037,3000638973,2017-03-23,2017-03-28,12298  rue Jules-Helbronner,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,INSTALLER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE PAR UNE TERRASSE RATTACHÉE AU BÂTIMENT.,0,-73.53305876927443,45.67139108962193,302224.3,5059056.24,0.057308756
142376,3000579862,3000299403,2012-08-16,2012-10-11,2105  rue Lepailleur,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,3 Logements,AMÉNAGER UN 3E LOGEMENT AU SOUS-SOL ACCESSIBLE PAR COUR ANGLAISE EXISTANTE.À L' ARRIÈRE FAIRE NOUVELLE COUR ANGLAISE ET FAIRE NOUVELLE OUVERTURE POUR UNE FENÊTRE. EN COUR LATÉRAL AU NIVEAU DU SOUS-SOL CRÉER UNE NOUVELLE OUVERTURE.,1,-73.51928612782685,45.58980872510784,303295.18,5049989.4,0.057308756
230940,3001317308,3000652793,2017-06-22,2017-06-27,12189  86e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,DANS LA COUR ARRIÈRE INSTALLATION D'UNE PISICNE HORS TERRE D'UN DIAMÈTRE DE 6.4M ET D'UNE HAUTEUR DE 1.2M.  ACCESSIBLE PAR UNE TERRASSE ATTACHÉ A LA PROPRIÉTÉ,0,-73.5383734381761,45.66599512191843,301809.93,5058456.75,0.057308756
381516,3003286418,3001621314,2023-07-12,2023-07-28,4986  rue Périard,Pierrefonds - Roxboro,CA,PI- Piscines,habitation,unifamiliale (1 log),"INSTALLATION D'UNE PISCINE HORS-TERRE OVALE 15X24 D'UNE HAUTEUR DE 52"" EN COUR ARRIÈRE, ACCESSIBLE PAR UNE ÉCHELLE DE SÉCURITÉ",0,-73.88178157438603,45.46812793279046,274946.85,5036537.61,0.057308756
446119,3003658674,3001928707,2026-04-29,2026-05-20,2035  rue Saint-Donat,Mercier - Hochelaga-Maisonneuve,CA,Piscine,Résidentiel,5 à 11 Logements,"En cour arrière, installation d'une piscine hors terre 3 m de diamètre, d'une hauteur de 1,3 m, accessible au moyen d'une échelle munie d'une portière de sécurité se refermant et se verrouillant automatiquement. 6 arbres devront être planté à la suite des travaux.",0,-73.51478199982881,45.59601929409577,303646.75,5050679.52,0.057308756
357123,3003261673,3001597713,2023-04-13,2023-04-21,10028  rue Sylvain-Garneau,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UN SPA DE NAGE DE 8' X 19' ACCESSIBLE PAR UNE PLATEFORME SÉCURISÉE.",0,-73.55993428897715,45.65614961653227,300129.08,5057363.62,0.057308756
303124,3002697234,3001314293,2021-03-08,2021-04-13,15849  rue Bellerive,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS-TERRE D'UNE HAUTEUR MINIMALE DE 1.2M, D'UN DIAMÈTRE DE 4.57M ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE ET CONFORME VENDU DANS LE COMMERCE.",0,-73.48296832067435,45.6930415478288,306126.47,5061461.95,0.057308756
297779,3001895634,3000982053,2020-04-21,2020-04-27,3413  rue Armand-Vanasse,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 18' ACCESSIBLE PAR UNE PLATEFORME NON ATTACHÉE AU BÂTIMENT.",0,-73.50320746421065,45.6807016331101,304550.14,5060090.43,0.057308756
305065,3001944514,3001024593,2020-05-15,2020-06-17,2921  rue Louis-Veuillot,Mercier - Hochelaga-Maisonneuve,TR,Transformation,Résidentiel,1 Logement,"Dans la cour arrière, retirer la piscine hors-terre et aménager une case de stationnement accessible par la ruelle.",0,-73.54256373406348,45.57383788662637,301477.98,5048215.23,0.057308756
306042,3002297714,3001122353,2020-09-04,2020-09-14,11781  rue Maude-Abbott,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"En cours arrière, installer un piscine hors-terre d'une largeur de 2m et d'une longueur de 5m accessible via une plateforme détachée",0,-73.59614640534629,45.62611815223892,297302.93,5054028.87,0.057308756
368810,3003167435,3001531643,2022-04-09,2022-06-13,4601  avenue de Kensington,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Transformation,Résidentiel,2 Logements,"Autour du bâtiment, remplacer 9 fenêtres dans les ouvertures existantes. Au RDC, sur le mur latéral accessible à partir de la cour arrière, obstruer une fenêtre avec un revêtement comme à l'existant. Au RDC, réaménager partiellement le logement avec des travaux de structure.",0,-73.63377157587703,45.47080711023303,294340.32,5036773.15,0.057308756
210331,3001141025,3000545402,2016-05-27,2016-06-01,12240  avenue Copernic,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE:  INSTALLATION D'UNE PISCINE HORS TERRE D'UN DIAMÈTRE DE 3.65M ET D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE AVEC UN ECHELLE SECURITAIRE VENDU DANS LE COMMERCE. CONFORME A TOUT RÈGLEMENT,0,-73.59536791762031,45.63527177730603,297364.84,5055046.07,0.057308756
389510,3003448535,3001760936,2024-08-29,2024-09-06,12179  6e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE. INSTALLER UNE PISCINE HORS-TERRE CARRÉ DE 9' X 15', ACCESSIBLE PAR LA TERRASSE ATTACHÉE AU BÂTIMENT. AUNCUN ARBRE À ABATTRE.",0,-73.60398342345304,45.62664753793349,296691.91,5054088.47,0.057308756
212515,3001139145,3000544402,2016-05-19,2016-05-26,10195  rue Pierre-Louis-Panet,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.55303105042009,45.65717293745852,300667.16,5057476.96,0.057308756
369616,3003228624,3001572624,2022-11-22,2022-12-14,5676  15e Avenue,Rosemont - La Petite-Patrie,TR,Stationnement & chargement,Résidentiel,5 à 11 Logements,"AMÉNAGER UN ESPACE DE STATIONNEMENT, EXTÉRIEUR EN COUR ARRIÈRE ACCESSIBLE PAR LA RUELLE - AUCUN AUTRE TRAVAUX EXTÉRIEUR - TEL QUE DOCUMENT APPROUVÉS",0,-73.57576627216237,45.554980874921526,298884.61,5046121.53,0.057308756
399845,3003368074,3001705334,2024-04-06,2024-05-07,15430  rue Notre-Dame Est,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,EN COURS ARRIÈRE: AMÉNAGER UNE PISCINE HORS-TERRE DE FORME OVALE D'UNE DIMENSION DE 10' X 16' ACCESSIBLE PAR UNE TERRASSE ATTACHÉE AU BÂTIMENT EXISTANT,0,-73.48956331990198,45.687399687247684,305612.92,5060834.86,0.057308756
211777,3001141673,3000545584,2016-05-31,2016-06-02,795  16e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,EN COUR ARRIÈRE: INSTALLATION D'UNE PISICNE HORS TERRE D'UN DIAMÈTRE DE 4.57M ET D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE PAR UNE ÉCHELLE SECURITAIRE VENDU DANS LE COMMERCE. LE TOUT CONFORME A TOUT RÈGLEMENT.,0,-73.49398375677013,45.64428296534023,305268.97,5056043.11,0.057308756
394349,3003436995,3001750674,2024-08-05,2024-08-05,2030  48e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,EN COUR ARRIÈRE INSTALLER UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 18'. ACCESSIBLE PAR UNE SAILLIE RATTACHÉE À LA MAISON. AUCUN ARBRE À ABATTRE.,0,-73.50415068225435,45.66820820750242,304476.59,5058701.99,0.057308756
210571,3001141242,3000546892,2016-05-30,2016-06-07,60  60e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR LATÉRALE GAUCHE, INSTALLER UNE PISCINE HORS-TERRE DE 18' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.49223927158674,45.6751264699827,305404.62,5059470.87,0.057308756
506048,1001724197,1000015198,1997-11-17,1998-01-19,4550  rue De Chambly,Rosemont - La Petite-Patrie,CO,Construction bât.principal,Résidentiel,5 à 11 Logements,"BATIMENT JUMELE DE 2 ETAGES PLUS MEZZANINE, 5 LOGEMENTS, AVEC 6 ESPACES DE STATIONNEMENT INTERIEURS ACCESSIBLES PAR UN CORRIDOR ARRIERE COUVERT",5,-73.56258916982722,45.55182969849806,299913.13,5045770.45,0.057308756
317206,3002043075,3001043673,2020-06-14,2020-07-06,754  15e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"En cours arrière, installer une piscine hors-terre oblond d'une largeur de 12 pi et d'une longueur 16 pi accessible via une plate-forme détachée",0,-73.49341854502936,45.64309652838674,305313.04,5055911.26,0.057308756
362905,3003276704,3001610953,2023-05-30,2023-06-14,2575  rue Liébert,Mercier - Hochelaga-Maisonneuve,CA,Piscine,Résidentiel,1 Logement,"En cour arrière, installation d'une piscine hors-terre d'une dimension 18 pi de diamètre et d'une hauteur de 52 po, accessible par une échelle sécuritaire. Aucune obligation de replanter un arbre",0,-73.52397781223287,45.59621242906976,302929.32,5050701.16,0.057308756
554160,1000602198,1000389998,1998-04-09,1998-05-12,4405  rue du Canadien-Pacifique,Rosemont - La Petite-Patrie,CO,Construction bât.principal,Résidentiel,1 Logement,"COTTAGE JUMELE, (BATIMENT MODELE ""D""), AVEC GARAGE AU S-S ACCESSIBLE PARLE COTE, ET FOYER OPTIONNEL.",1,-73.56434721107053,45.54767745333472,299775.5,5045309.11,0.057308756
359752,3003242719,3001595494,2023-01-21,2023-04-11,831  14e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE OVALE DE 12' X 18' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.49472733832783,45.64300590430178,305211.02,5055901.18,0.057308756
380723,3000998807,3000464874,2015-05-07,2015-05-12,12177  rue Ontario Est,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS TERRE D'UNE HAUTEUR DE 1.52M ET D'UN DIAMÈTRE DE 3.65M ACCESSIBLE PAR UNE ÉCHALLE EN VENTE DANS LE COMMERCE ET CONFORME A TOUT RÈGLEMENTS.,0,-73.50822280455144,45.64464000408927,304159.03,5056082.8,0.057308756
368958,3003172785,3001529069,2022-05-04,2022-06-02,690  rue Crevier,Saint-Laurent,CA,ST Stationnement,HABITATION,H1 Unifamiliale,AJOUT D'UN ESPACE DE STATIONNEMENT EN COUR AVANT ACCESSIBLE PAR LA RUELLE (REVÊTEMENT PAVÉ) + RÉFECTION DE L'ALLÉE PIÉTONNIÈRE (REFAIRE EN DALLE) + RÉFECTION DU BALCON (RESURFAÇAGE) EN COUR AVANT,0,-73.67896379387423,45.508190250218306,290815.96,5040934.42,0.057308756
311676,3001905534,3000984793,2020-04-26,2020-05-04,145  rue Richard,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE PAR UNE TERRASSE ATTACHÉE AU BÂTIMENT.",0,-73.50656884146318,45.65691850141651,304288.07,5057447.34,0.057308756
370406,3003180155,3001528680,2022-05-30,2022-06-01,11727  rue Sylvia-Daoust,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 10' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.59581045305961,45.625505196526404,297329.04,5053960.72,0.057308756
349891,3003201290,3001570675,2022-08-09,2022-12-06,9195  13e Avenue,Villeray - Saint-Michel - Parc-Extension,TR,Transformation,Résidentiel,3 Logements,"RÉAMÉNAGER LE SOUS-SOL AFIN D'Y AJOUTER UN LOGEMENT,ACCESSIBLE PAR UNE COUR ANGLAISE TEL QUE DOCUMENTS SOUMIS.",1,-73.62903451322323,45.57419902038054,294729.17,5048262.58,0.057308756
380548,3003285788,3001619335,2023-07-09,2023-07-20,4515  rue Maplewood,Pierrefonds - Roxboro,CA,PI- Piscines,habitation,unifamiliale (1 log),INSTALLATION D'UNE PISCINE HORS-TERRE DE 4.572 DE DIA DANS LA COUR ARRIÈRE ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE,0,-73.8405761906404,45.49922467025965,278183.52,5039978.92,0.057308756
375615,3003277008,3001615778,2023-06-06,2023-07-06,775  28e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,EN COUR ARRIÈRE: AMÉNAGER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE VIA UNE PLATEFORME ATTACHÉ AU BÂTIMENT,0,-73.49397507452954,45.65361015296649,305269.57,5057079.67,0.057308756
523455,1000752100,1001156000,2000-05-03,2000-11-01,10187  boulevard Perras,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Construction,Résidentiel,1 Logement,"BATIMENT UNIFAMILIALE JUMELE, 2 ETAGES AVEC GARAGE EN S-SOL ACCESSIBLE  PAR LA FACADE",1,-73.55768262886477,45.66222054019947,300305.05,5058038.17,0.057308756
338107,3002875274,3001368298,2021-05-10,2021-05-27,3432  rue Armand-Vanasse,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 12PI ACCESSIBLE À L'AIDE D'UNE ÉCHELLE RÉGLEMENTAIRE",0,-73.50368715172894,45.68023382936499,304512.77,5060038.45,0.057308756
374908,3003274994,3001608465,2023-05-30,2023-06-06,12130  50e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 3.65M D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE VENDU DANS LE COMMERCE.,0,-73.57073528246598,45.64783131315224,299286.5,5056439.86,0.057308756
261596,3001431693,3000724417,2018-06-18,2018-06-26,394  rue Manning,Verdun,CO,Rénovation,Habitation,Familiale,Ext- Réaménagement de la cour arrière avec un espace de stationnement accessible de la ruelle.,0,-73.57096101220664,45.44905746313551,299249.38,5034349.87,0.057308756
264718,3001425476,3000720107,2018-05-24,2018-05-28,13261  rue De Montigny,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE; INSTALLATION D'UNE PISCINE HORS TERRE D'UN DIAMÈTRE DE 4.57M ET D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE PAR UNE TERRASSE RATTACHÉ A LA PROPRIÉTÉ.,0,-73.50326567113231,45.65841838949628,304545.5,5057614.01,0.057308756
326971,3002869414,3001352137,2021-05-07,2021-05-13,3436  rue Marie-Le Franc,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 5M ACCESSIBLE À L'AIDE D'UNE ÉCHELLE RÉGLEMENTAIRE",0,-73.50486331229382,45.67750838297371,304421.13,5059735.56,0.057308756
381536,3003274831,3001606753,2023-05-23,2023-05-30,1945  45e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE PAR UNE PLATEFORME DÉTACHÉE DU BÂTIMENT,",0,-73.50285571554265,45.66606048680996,304577.48,5058463.31,0.057308756
368546,3003153157,3001514533,2022-03-25,2022-03-30,11928  avenue Paul-Émile-Lamarche,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE OVALE DE 12' X 18' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.57433953830724,45.64110758616142,299004.88,5055692.89,0.057308756
371890,3003126348,3001492233,2022-02-09,2022-02-15,12750  avenue Paul-Dufault,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE: INSTALLATION D'UNE PISICNE HORS TERRE DE FORME OBLONG D'UNE GRANDEUR DE 3.65M X  6.09M D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE AVEC UNE ÉCHELLE SÉCURITAIRE VENDU DEANS LE COMMERCE. CONFORME A TOUS RÈGLEMEMNTS.,0,-73.59361311913811,45.64493157269592,297502.9,5056119.43,0.057308756
385852,3003283844,3001624175,2023-06-29,2023-08-09,1956  14e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,EN COUR ARRIÈRE: AMÉNAGER UNE PISCINE HORS-TERRE DE 15' X 15' ACCESSIBLE VIA UNE ÉCHELLE SÉCURITAIRE,0,-73.51152995018391,45.645168961751324,303901.25,5056141.62,0.057308756
376605,3003248550,3001585073,2023-02-12,2023-02-15,3400  rue Jules-Huot,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 15' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.50102805700502,45.68466794424784,304719.92,5060531.22,0.057308756
394351,3003401434,3001722613,2024-06-06,2024-06-12,2282  avenue Old Orchard,Côte-des-Neiges - Notre-Dame-de-Grâce,TR,Aménagement paysager,Résidentiel,2 Logements,"En cour arrière aménager une (1)unité de stationnement de 3,96 m X 7m accessible par une ruelle publique.",0,-73.61239677495945,45.47162156647506,296011.75,5036861.1,0.057308756
313481,3002671954,3001289113,2021-02-25,2021-03-16,12285  rue La Galissonnière,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,2 Logements,A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS-TERRE DE FORME OBLONG D'UNE HAUTEUR MINIMALE DE 1.2M D'UNE GRANDEUR DE 3.65M X 5.4M ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE VENDU DANS LE COMMERCE.,0,-73.54853896376981,45.66089636060168,301017.49,5057890.54,0.057308756
353965,3002861434,3001348733,2021-04-29,2021-05-11,13290  rue Forsyth,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COURS ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 21 PI ACCESSIBLE À L'AIDE D'UNE PLATE-FORME DÉTACHÉE",0,-73.50584376862099,45.659356804413044,304344.6,5057718.31,0.057308756
373574,3003307294,3001649033,2023-09-21,2023-11-08,451  rue Charon,Le Sud-Ouest,CA,Aire de stationnement,Résidentiel,2 Logements,"Aménagement d'une unité de stationnement(3m x4,87m) en cour arrière accessible par la ruellez. l'aménagement du terrain doit compter au moins29 m2 de surfave non scéllée en pleine terre.",0,-73.5554161746878,45.47940939707194,300467.63,5037721.91,0.057308756
373662,3003253999,3001591857,2023-03-13,2023-03-21,14588  rue Élisabeth-Bégon,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,4 Logements,A L'ARRIERE: INSTALLATION D'UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 3.04M ET D'UNE HAUTEUR MINIMALE DE 1.2M. ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE VENDU DANS LE COMMERCE.,0,-73.49771041887053,45.6773669928609,304978.37,5059719.84,0.057308756
371817,3003199841,3001546034,2022-07-30,2022-08-15,12439  rue Voltaire,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 4.57M D'UN HAUTEUR MINIMALE DE 1.2M ACCESSIBLE PAR UN ÉCHELLE SÉCURITAIRE VENDU DANS LE COMMERCE. COMFORME A TOUS RÈGLEMENTS.,0,-73.55045099503486,45.664989708619416,300868.77,5058345.54,0.057308756
249458,3001320529,3000655060,2017-07-07,2017-07-12,1915  57e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 12' X 18' ACCESSIBLE PAR UNE PLATE-FORME SÉCURITAIRE.",0,-73.5004932370357,45.674486293343385,304761.57,5059399.69,0.057308756
249457,3001320523,3000655064,2017-07-07,2017-07-12,12378  rue Voltaire,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 18' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.54956676874129,45.662998259918794,300937.54,5058124.18,0.057308756
380552,3003245480,3001583356,2023-01-30,2023-02-08,12600  boulevard Armand-Bombardier,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 3.65M ET D'UNE HAUTEUR MINIMALE DE 1.2M ACCESSIBLE PAR UN DECK AYANT UNE ENCEINTE CONFORME A TOUS RÈLEMENTS.,0,-73.59800474128787,45.64013620427836,297159.93,5055586.92,0.057308756
324714,3001954894,3000998814,2020-05-20,2020-05-22,74  rue des Bouleaux,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"A l'arrière: Piscine, Hors-terre, hauteur minumale de 1.2m de forme oblong de  3.65m x 5.48m, Accessible par une échelle sécuritaire.",0,-73.49905022782777,45.64733143506923,304874.03,5056381.88,0.057308756
503720,1001524001,1000939501,2001-07-26,2001-07-26,1360  rue Jean-Talon Est,Rosemont - La Petite-Patrie,TR,Transformation,Gouvernemental,Centre hospitalier,DU 1ER AU 6E ÉTAGE AMÉNAGER LES SALLES DE BAINS EXISTANTES AFIN DE LES  RENDRES ACCESSIBLES AUX HANDICAPÉS ET AJOUT DE BAINS THÉRAPEUTIQUE,0,-73.60935470604916,45.54543982631721,296260.78,5045064.24,0.057308756
521849,1000467700,1000377200,2000-03-20,2000-04-25,1110  82e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Construction,Résidentiel,1 Logement,"BATIMENT UNIFAMILIAL D'UN ETAGE, AVEC UN UNITE DE STATIONNEMENT (GARAGE)EN SOUS-SOL ACCESSIBLE PAR FACADE.",1,-73.49448746865026,45.690611723593214,305229.35,5061191.79,0.057308756
324793,3002362635,3001214233,2020-09-27,2020-11-26,1599  rue De Saint-Just,Mercier - Hochelaga-Maisonneuve,CA,Piscine,Résidentiel,4 Logements,"En cour latérale, installation d'une piscine hors-terre, d'un diamètre de 18', accessible par une plateforme munie d'une portière de 1,2m de hauteur avec fermeture et verrouillage automatique.",0,-73.51120759301331,45.58792658002149,303925.49,5049780.11,0.057308756
313745,3002566714,3001245673,2021-01-05,2021-01-13,14677  rue Notre-Dame Est,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"A L'ARRIÈRE: INSTALLATION D'UNE PISCINE HORS TERRE DE FORME OBLONG D'UNE GRANDEUR DE 3,65M X 5,48M. ACCESSIBLE PAR UNE TERRASSE ATTACHÉ AU BATIMENT.",0,-73.4935731032608,45.676943577269185,305300.69,5059672.8,0.057308756
379767,3003417395,3001771773,2024-07-02,2024-10-02,12341  avenue Élie-Beauregard,Rivière-des-Prairies - Pointe-aux-Trembles,TR,Transformation,Résidentiel,1 Logement,"AMÉNAGER UNE AIRE DE STATIONNEMENT D'UNE PROFONDEUR DE 4.49M, ACCESSIBLE PAR L'AVENUE SALOMON-MARION. VOIR DÉROGATION MINEURE CA24 30 10 0291.",0,-73.59944429665448,45.63536959809663,297047.05,5055057.33,0.057308756
370824,3003177146,3001529058,2022-05-17,2022-06-02,9027  avenue René-Descartes,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE, INSTALLER UNE PISCINE HORS-TERRE DE 18' ACCESSIBLE PAR UNE ÉCHELLE SÉCURITAIRE.",0,-73.573322635441,45.64277758580524,299084.32,5055878.41,0.057308756
385829,3003281827,3001615985,2023-06-22,2023-07-06,12208  rue Deschamps,Pierrefonds - Roxboro,CA,PI- Piscines,habitation,unifamiliale (1 log),"INSTALLATION D'UNE PISCINE HORS-TERRE D'UNE HAUTEUR DE 52"" EN COUR ARRIÈRE ACCESSIBLE PAR UNE ÉCHELLE DE SÉCURITÉ + THERMOPOMPE.",0,-73.82924673008125,45.50883892616479,279073.32,5041043.66,0.057308756
357100,3003151898,3001530197,2022-03-24,2022-06-07,80  rue des Tilleuls,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"EN COUR ARRIÈRE INSTALLER UNE PISCINE HORS-TERRE D'UN DIAMÈTRE DE 18', ACCESSIBLE PAR UNE ÉCHELLE MUNIE D'UNE PORTIÈRE DE SÉCURITÉ QUI SE REFERME ET SE VERROUILLE AUTOMATIQUEMENT.",0,-73.50498729259242,45.64898312214421,304411.27,5056565.45,0.057308756
367371,3003140858,3001507973,2022-03-09,2022-03-21,4368  rue Beysse,Pierrefonds - Roxboro,CA,PI- Piscines,habitation,unifamiliale (1 log),"INSTALLATION D'UNE PISCINE HORS-TERRE DE 18 PIEDS DE DIAMÈTRE X 52 PO DE HAUTEUR DANS LA COUR ARRIÈRE, ACCESSIBLE PAR UNE ÉCHELLE SÉCURTAIRE",0,-73.87092323499162,45.472515853568474,275798.16,5037021.27,0.057308756
391657,3003434832,3001756893,2024-07-30,2024-08-23,503  18e Avenue,Rivière-des-Prairies - Pointe-aux-Trembles,CO,Piscine résidentielle,Résidentiel,1 Logement,"INSTALLATION D'UNE PISCINE HORS-TERRE DE 15 PIEDS EN COUR ARRIÈRE, ACCESSIBLE DEPUIS UN DECK.",0,-73.49022291228029,45.64501260795788,305562.12,5056124.22,0.057308756
