permitnumber,permitnumbercreateddate,issuedate,permitelapseddays,projectvalue,typeofwork,address,projectdescription,permitcategory,propertyuse,specificusecategory,issueyear,geolocalarea,geom,yearmonth,geo_point_2d,latitude,longitude
DB-2023-00178,2023-01-12,2023-04-05,83,34000.0,Addition / Alteration,"4789 ROSS STREET, Vancouver, BC V5V 4V1","Field Review - Addition / Alteration - Interior and Exterior alterations to this existing Single detached house.

Scope of work: 
- Install interior walls & doors, convert existing powder room to a full 3 piece bathroom on the Main Floor, convert the existing family room into a Den, remove two gas fireplaces and frame in exterior wall opening while maintaining existing chimney stacks, remove front entrance existing wood railings and stair structure and replace with concrete stairs and aluminum handrails (West Elevation), remove kitchen range on the bsmt, new doors & interior walls.  

Ok for Field Review as per Manuel Meier.

Revision #1
- To remove bathtub and convert to closet on the upper fl
- Increase construction cost of 4,000.00

REUP submitted as per Peter Cho, 778-316-9053, petersw.cho@gmail.com",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House'],2023,Kensington-Cedar Cottage,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0818559, 49.2417631], 'type': 'Point'}, 'properties': {}}",2023-04,"{'lon': -123.0818559, 'lat': 49.2417631}",49.2417631,-123.0818559
DB-2022-02910,2022-06-06,2022-10-04,120,15000.0,Addition / Alteration,"2950 W BROADWAY, Vancouver, BC","Field Review - Addition / Alteration - 2950 W BROADWAY

Interior alteration to provide improvements and add an ancillary health care office for this new retail tenant in this multiple dwelling/restaurant/retail building.

Existing Stair seems to be added to replace previously-approved ramp without permit. Stair to be altered at discretion of DBI.

Sch B (arch): Fariba Gharaei, AIBC, 604-329-7090, Axin Architecture Ltd.

Sprinklered Bldg.
Energy Upgrade - E2: Lighting - Upgrade to incorporate Automatic full off (per 9.4.1.1.(h) of ASHRAE 90.1-2016)",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Health Care Office'],2022,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1713331, 49.26407], 'type': 'Point'}, 'properties': {}}",2022-10,"{'lon': -123.1713331, 'lat': 49.26407}",49.26407,-123.1713331
BP-2019-04340,2019-09-27,2020-12-08,438,9000000.0,New Building,"107 E 3RD AVENUE, Vancouver, BC V5T 1C7","Certified Professional Program - New Building - To construct a 8-storey (7-level with mezzanine under Zoning and Development Bylaw), mixed use building consisting of:
1st and 2nd storey (mezz under Z&D) - Manufacturing use (shell),
3rd to 7th storeys - office use (shell),
8th storey - TI fit out for Unit #801 for office use,
Roof - occupied deck,
all over 3 levels of underground parking via car elevator with vehicular access from the rear lane. 

Separate tenant improvement permits are required for the tenant shell spaces.

This permit has been reviewed under the 2014 Vancouver Building By-law (#10908).  ZEBP energy requirements applied.  Reviewed during the 2020 pandemic crisis.

STAGED CONSTRUCTIONS
Stage 1 - Excavation and Shoring (issued August 21, 2020).
Revision #1 - Change of Contractor (issued August 26, 2020).
Stage 2 - Foundation to Grade (issued December 8, 2020)
Stage 3 - Full Construction  (issued April 7, 2021)
Revision 1 - Change of CP from Brian Fraser to Michael Ferber, effective May 3, 2021. - issued July 6, 2021",,"['Manufacturing Uses', 'Office Uses', 'Parking Uses']","['Not Applicable', 'General Office', 'Parking Garage']",2020,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1024859, 49.2685133], 'type': 'Point'}, 'properties': {}}",2020-12,"{'lon': -123.1024859, 'lat': 49.2685133}",49.2685133,-123.1024859
BP-2021-04051,2021-07-28,2021-12-15,140,45000.0,Addition / Alteration,"2885 SPRUCE STREET, Vancouver, BC V6H 2R4","High Density Housing / Commercial - Addition / Alteration - Interior alterations only to provide elevator modernization to 1 elevator in this existing 4 storey multi-family residential building over 1 level of underground parking being accessed from the rear lane 

Main Recall level - 1st storey (Ground level- spruce street), Alternate Recall level -2nd storey

Schedule B, Leon P Gander of L P Gander & Associates (604.701.5977) Architectural and Electrical

******THIS PERMIT HAS BEEN ISSUED UNDER THE REQUIREMENTS OF VBBL #12511 (2019)********

Building Review Branch Notes:
- Intake During COVID-19
- Electrical Permit: EP-2021-05157
- VBBL 2019",,['Dwelling Uses'],['Multiple Dwelling'],2021,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1296572, 49.2599348], 'type': 'Point'}, 'properties': {}}",2021-12,"{'lon': -123.1296572, 'lat': 49.2599348}",49.2599348,-123.1296572
BP-2021-06129,2021-11-23,2022-02-25,94,700000.0,Addition / Alteration,"2031 W 30TH AVENUE, Vancouver, BC V6J 3A4","Field Review - Addition / Alteration - Exterior and Interior alterations to provide improvements to this existing one family dwelling.

Scope of work: Relocate interior walls.  Changes to exterior windows and doors. Re and re of interior finishes throughout. Installation of an elevator. Update of existing garage exterior materials.

Entire building to be sprinklered to NFPA 13D requirements.

Revision #2: 
1) Revision to update landscape plan.
2) Added front retaining walls.
3) Added permeable site pavers.
4) Removal of a tree in the rear yard.
5) Update to stairs and pathways.

OK for field review as per Rosa Astorino - November 23, 2021",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House'],2022,Arbutus Ridge,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1505338, 49.2452206], 'type': 'Point'}, 'properties': {}}",2022-02,"{'lon': -123.1505338, 'lat': 49.2452206}",49.2452206,-123.1505338
DB-2020-00389,2020-02-03,2020-03-04,30,388980.0,Addition / Alteration,"4425 W 4TH AVENUE, Vancouver, BC V6R 1P9","Field Review - Addition / Alteration - Interior and exterior alterations to provide improvements to this existing one-family dwelling building on the site. 
Scope of work: new interior layout, kitchen & bathroom updates, electrical work, enlarge 2 windows at the rear, remove one fireplace, relocate main entry door.

Letter of assurance submitted:
Sch B (Struct): Dr. S. Pishvaei, P.Eng, 604.992.9481

REUP prepared by: W. Cameron Lockhart (Capital Home Energy) 604.562.0387
EnerGuide File #: 58B1D00006

OK for Field Review as per S.Yu on Feb 3, 2020

Note:
- Energy upgrades as per REUP dated March 22, 2022 Post Renovation assessment is required.
- Smoke alarms to be installed in conformance with 3.2.4 and 9.10.19 as applicable.
- Carbon monoxide alarms to be installed in conformance with 6.2.4 and 9.32.4 as applicable.
- Main floor powder room to comply with VBBL 3.8.5.5. Adaptable Dwelling Unit Bathrooms.
- New entrance door to comply with VBBL 3.8.5.3 Entrance Doors to Dwelling Units.

Rev #3 - Apr 26 2022: 
ENTIRE BUILDING TO BE SPRINKLERED TO NFPA-13D REQUIREMENTS
Updated details and REUP form; Sewer and water upgrade issued, SP will be required.

Rev #4 - Oct 13, 2022: to add spray foam to deck over garage / habitable space and vaulted ceiling portions.
CRP letter A, architectural schedule B and building envelope schedule D received for sprayfoam, Richard Kadulski, Architect AIBC, 604-689-1841

Revision #5  - Nov 29, 2022
To remove two fixtures on the upper floor (laundry room changed to storage) -> SW-2021-01780 will only require water upgrade (sewer connection upgrade to be removed, separate revision to SW processed by Engineering.)",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House'],2020,West Point Grey,"{'type': 'Feature', 'geometry': {'coordinates': [-123.2068261, 49.2693186], 'type': 'Point'}, 'properties': {}}",2020-03,"{'lon': -123.2068261, 'lat': 49.2693186}",49.2693186,-123.2068261
BP-2022-03861,2022-08-04,2023-03-15,223,190000.0,Addition / Alteration,"1067 W CORDOVA STREET, Vancouver, BC V6C 1C7","High Density Housing / Commercial - Addition / Alteration - Interior alterations:
Interior alterations to the 7th floor (#700) elevator lobby and reception area, and to reinstate the interconnected convenience stair door at 7th floor of this existing office building on this site.  

CRP: Jason Santeford, Architect, Tel: 604-334-4774
                    Email:  jason_santeford@gensler.com

Revision No. 1.
1) Change of Electrical Engineer on Record to Indpreet Kaur, P. Eng. of Norman Disney & Young,  Tel. 604-734-9338.
2) Level 7 stairwell door will not be reinstated. Existing gypsum wall to remain.
3) Level 8 stairwell door to remain. Hardware lock set to be changed to storeroom lock set.
4) New reception desk revised dimension. 
5) Level 7 Elevator Lobby and Reception Lobby floor, wall, and ceiling finishes are to remain as is. 
6) Mechanical scope to be removed.
7) Electrical scope to be revised, refer to Electrical drawings for changes. 
8) Code Engineer's report revised as per scope change. 


Note:                                                                             
""This permit has been reviewed under the provision of Vancouver Building By-law 2019 (#12511).""",,['Office Uses'],['General Office'],2023,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1179297, 49.2884003], 'type': 'Point'}, 'properties': {}}",2023-03,"{'lon': -123.1179297, 'lat': 49.2884003}",49.2884003,-123.1179297
BP-2024-03689,2024-09-20,2025-06-03,256,1500000.0,Addition / Alteration,"2212 E 7TH AVENUE, Vancouver, BC V5N 1S7","Low Density Housing - Addition / Alteration - ***PART 5**Exterior and interior alterations to change the use of this existing character assessed Single Detached House to a Single Detached House with a Secondary Suite on this inside with lane site. Scope of work includes lifting the house, entirely new foundation, a rear addition and substantial reconstruction throughout.

This building is to be sprinklered to NFPA 13D standards and to meet VBBL 2019 Part 9 & 10 entirely.

Related to DP-2023-00680

Schedule A and B, Architectural, Vanessa Fong, AIBC, 647-500-2724
Schedule B, Geotechnical (temporary & permanent), P.K.L. Fong, P.Eng, 604-837-3205
Schedule B, Structural, Scott Ash-Anderson, P.Eng, 604-228-0518
Schedule D, Cory Legge, P.L.Eng, 604-445-5385",,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2025,Grandview-Woodland,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0598599, 49.2638384], 'type': 'Point'}, 'properties': {}}",2025-06,"{'lon': -123.0598599, 'lat': 49.2638384}",49.2638384,-123.0598599
BP-2025-00019,2025-01-06,2025-02-27,52,930000.0,Addition / Alteration,"2350 COMMERCIAL DRIVE, Vancouver, BC V5N 4B7","Field Review - Addition / Alteration - Interior alteration to provide tenant improvement to the existing office (2350 Commercial Dr) in this existing restaurant/office building on this site.

Work to include: interior wall alteration,
removal of one existing one washroom,
universal washroom upgrade,
replacing existing ramp,
replacing existing lighting fixtures and electrical upgrades,
new finishes and hardware.

Schedule A: Marguerite Laquinte Francis (604.908.9116)
Schedule B ARCH : Marguerite Laquinte Francis (604.908.9116)
Schedule B MECH: Bassam Sabeeh Al-Mahemeed (604.589.5879)
Schedule B ELEC: Rodrigue Rouhana (604.457.4064)
Schedule B STRUCT: Jacob Plut (604.228.0518)

This building is not sprinklered. 

Ok for field review as per O. Luo, Jan 3nd, 2025.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2025,Grandview-Woodland,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0693367, 49.26388], 'type': 'Point'}, 'properties': {}}",2025-02,"{'lon': -123.0693367, 'lat': 49.26388}",49.26388,-123.0693367
BP-2025-03476,2025-08-01,2025-12-17,138,10067.76,Addition / Alteration,"38 E 37TH AVENUE, Vancouver, BC V5W 1E2","High Density Housing / Commercial - Addition / Alteration - To install 12 photovoltaic panels (6kW) on the flat roof of the Single-Family Dwelling unit with Secondary Suite on this site. 

Notes:
- Schedule B Structural: Govinder S Dhesi, P.Eng. 604.580.3275
- Reviewed under VBBL 2025
- The device used to initiate PV rapid shutdown must be readily accessible and located at the supply authority meter.",,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2025,Riley Park,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1046014, 49.2370435], 'type': 'Point'}, 'properties': {}}",2025-12,"{'lon': -123.1046014, 'lat': 49.2370435}",49.2370435,-123.1046014
BP-2024-02547,2024-07-08,2025-11-20,500,120000.0,Addition / Alteration,"805 W BROADWAY, Vancouver, BC V5Z 1K1","High Density Housing / Commercial - Addition / Alteration - Interior alterations for an elevator upgrade to meet the CSA B44 requirements to this mixed-use high-rise commercial building on this site.

Notes:
1. Elevator modernization to Elevators #1, 2, 3, and 4.
2. Main Recall Level: Ground Floor
3. Alternate Recall Level: 2nd Floor 
4. Permit reviewed and approved to VBBL #12511 (2019)",,['Office Uses'],['Health Care Office'],2025,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1222458, 49.2638177], 'type': 'Point'}, 'properties': {}}",2025-11,"{'lon': -123.1222458, 'lat': 49.2638177}",49.2638177,-123.1222458
DB-2025-02106,2025-05-06,2025-06-24,49,70000.0,Addition / Alteration,"2890 W 13TH AVENUE, Vancouver, BC V6K 2T7","Field Review - Addition / Alteration - Exterior and interior alterations to this existing Single Detached House with a Secondary Suite.

Scope of work: remove fireplace, extend deck, install new window and door.

Notes:
- This permit is for alterations as shown in plans only. Any unauthorized work on this site, existing or otherwise, is neither recognized nor approved and may be subject to enforcement action.
- No strata-titling will be permitted.                                           
- An annual Vancouver Business License must be obtained prior to the rental of this approved single detached house and/or secondary suite on this site. 
- Install interconnected, hardwired, 120 volt smoke alarms with battery back-up and silencing feature, in each sleeping unit and in hallways serving sleeping units on each storey as per Building Bylaw 9.10.19.                             
- Install Carbon Monoxide Alarm as per Building By-Law 9.32.4.2. 
- All handrails/guardrails to be upgraded as per 11.2.1.4
- Dedicated 3'-0"" wide firefighting access path with overhead clearance of 2m to be maintained at all times.  

Ok for field review per Jamie Z. on May 6/25.",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2025,Kitsilano,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1700378, 49.2602358], 'type': 'Point'}, 'properties': {}}",2025-06,"{'lon': -123.1700378, 'lat': 49.2602358}",49.2602358,-123.1700378
BP-2025-01037,2025-03-05,2025-05-23,79,5000.0,Addition / Alteration,"1325 HOWE STREET, Vancouver, BC V6Z 1R7","Field Review - Addition / Alteration - 1325 Howe St
Interior alterations and a change of use from Retail (shell) to Office to provide improvements for a new tenant at 1325 Howe St on the ground floor of this mixed - use building on this site.

Scope of work: new accessible washroom, electrical, plumbing, sprinkler work. 

OK for Field Review per W.Wong

Schedule B Architectural & Structural - Leo T. Torrente, P.Eng - 604-434-6295, info@kinitech.ca",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2025,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1293261, 49.2764447], 'type': 'Point'}, 'properties': {}}",2025-05,"{'lon': -123.1293261, 'lat': 49.2764447}",49.2764447,-123.1293261
BP-2022-03847,2022-08-04,2022-09-29,56,20000.0,Addition / Alteration,"4511 RUPERT STREET, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations to demise retail unit 4511 Rupert St into 4509 Rupert St and 4511 Rupert St, retaining 4509 Rupert St as small suite retail and a change of use from retail to a small suite office for 4511 Rupert St on the ground floor of this mixed-use building on this site.

Scope of work includes reconfiguring the walls at the rear of 4511 Rupert St so that the existing accessible washroom becomes a part of the common corridor. 

OK for Field Review per W. Wong - August 4, 2022

Notes:
- Energy Upgrade: E2 - Lighting - Upgrade to incorporate Automatic Full OFF (per 9.4.1.1.(h) of ASHRAE 90.1-2016). 
- Schedule B, Architectural, Shun Yao (Michael) Lu, Architect, 778-322-8158.
- This building is not sprinklered.
- Storefront glazing is to remain clear and unobstructed. No translucent or opaque film, artwork, posters, shelving, display case, curtains or similar elements are to be installed on or directly outside or inside of the approved glazing.

Energy checklist is currently no longer required with your Building Permit (BP) application. Some supporting documents are still required at BP stage, specifically Envelope and HVAC, if applicable. Service Water Heating and Lighting supporting documents, if applicable, must be submitted with your related trades permits (e.g. electrical and plumbing).  All energy upgrades will be checked during inspections stage.  It is the applicant’s responsibility to identify and note all required upgrades including energy upgrades on their BP drawings at BP stage.",Renovation - Commercial/ Mixed Use - Lower Complexity,"['Office Uses', 'Retail Uses']","['General Office', 'Retail Store']",2022,Renfrew-Collingwood,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0344823, 49.2441645], 'type': 'Point'}, 'properties': {}}",2022-09,"{'lon': -123.0344823, 'lat': 49.2441645}",49.2441645,-123.0344823
BP-2025-02529,2025-06-02,2025-08-18,77,5000.0,Addition / Alteration,"424 W PENDER STREET, Vancouver, BC V6B 1T5","Field Review - Addition / Alteration - 424 W Pender 

Interior alterations to provide universal accessible washroom in retail shell in this existing mixed use building on this site.

Scope of work limited to construction of walls, plumbing fixtures, finishes to suit.

Sch B Structural: Leo T. Torrente (604) 434 - 6295

Okay for BP Field Review per J. Kuhleitner",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['General Office'],2025,Downtown,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1126785, 49.2828918], 'type': 'Point'}, 'properties': {}}",2025-08,"{'lon': -123.1126785, 'lat': 49.2828918}",49.2828918,-123.1126785
BP-2025-02596,2025-06-06,2026-04-09,307,110000.0,Addition / Alteration,"2935 GRANVILLE STREET, Vancouver, BC V6H 3J6","High Density Housing / Commercial - Addition / Alteration - Interior alteration to replace the existing elevator with a freight elevator to meet the requirement of CSA-B44-16 in this existing Retail Store (Group E), Urban Barn.

BRB Notes:
1. Reviewed under VBBL 2019 
2. Freight use only (no passenger use)",,['Retail Uses'],['Retail Store'],2026,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.139138, 49.259448], 'type': 'Point'}, 'properties': {}}",2026-04,"{'lon': -123.139138, 'lat': 49.259448}",49.259448,-123.139138
DB-2023-02524,2023-07-17,2024-01-05,172,750000.0,Addition / Alteration,"2092 W 29TH AVENUE, Vancouver, BC V6J 3A1","Low Density Housing - Addition / Alteration - Interior and exterior alterations and change of use to the to the existing 3-story single detached house to a single detached house with a secondary suite at 2029 W 29th Avenue.

Scope of work to interior includes adding a secondary suite to the basement level, interior layout changes to the basement, main and second floors, kitchen and washroom renovations to the basement and main floors, and washroom renovations to second floor, and install sprinklers. Scope of work to exterior includes removal of sunroom at rear of house and addition of new covered deck, extending the existing deck, replacing windows, addition of 2 skylights and alterations to existing roof and façade of house. 

Letter of assurance provided by:
Schedule B (Structural): Ke Jian, Ma, 604-599-8890 

Notes:
- No strata-titling will be permitted.
- An annual Vancouver Business License must be obtained prior to the rental of this approved one-family dwelling and/or secondary suite on this site.
- Dedicated 3'-0"" wide firefighting access path with an overhead clearance of 2m to be maintained at all times
- Interconnected, hardwired, 120 volt Smoke alarms with battery back-up and silencing feature, in each sleeping unit and within 5m outside each sleeping areas to be installed in conformance with Vancouver Building Bylaw 9.10.19. 
- Carbon Monoxide Alarms to be installed in conformance with Vancouver Building Bylaw 9.32.4.2
- All unsafe guards and handrails to be upgraded to the satisfaction of the Chief Building Official.
- This permit is for alterations as shown in plans only. Any unauthorized work on this site, existing or otherwise, is neither recognized nor approved and may be subject to enforcement action.",,['Dwelling Uses'],['Single Detached House w/Sec Suite'],2024,Arbutus Ridge,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1516239, 49.2455827], 'type': 'Point'}, 'properties': {}}",2024-01,"{'lon': -123.1516239, 'lat': 49.2455827}",49.2455827,-123.1516239
BP-2022-03738,2022-07-26,2023-02-10,199,600000.0,Addition / Alteration,"374 POWELL STREET, Vancouver, BC V6A 1G4","High Density Housing / Commercial - Addition / Alteration - Interior alterations:
Interior and exterior alterations to relocate a new elevator machine room in the existing Restaurant Class 1 unit on the ground floor of this mixed-use building on this site.

Note: Sprinkler commitment letter from Owner and Engineer submitted.


CRP: Jordan Kutev Architect Inc/Jordan Kutev, 604-299-3222

Revision No. 1,  Feb. 16, 2023
1) Replace original CRP/architect with  Sig Toews Architect. 604-299-3222 (319)
2) Updated Schedule A and Schedule B received.

Note:                                                                             
""This permit has been reviewed under the provision of Vancouver Building By-law 2019 (#12511).""",,['Service Uses'],['Restaurant - Class 1'],2023,Strathcona,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0959266, 49.2828658], 'type': 'Point'}, 'properties': {}}",2023-02,"{'lon': -123.0959266, 'lat': 49.2828658}",49.2828658,-123.0959266
BP-2022-04735,2022-10-14,2023-08-22,312,5000.0,Addition / Alteration,"606 W BROADWAY, Vancouver, BC","Field Review - Addition / Alteration - Interior alterations to provide improvements for Health Enhancement Tenant at 604 W Broadway in this existing commercial building. Scope of work includes adding separated rooms, removing unauthorized walls and restoring existing accessible washroom. 

OK for field review as per Eun Jeon, October 21, 2022

Building Permit for DP-2022-00815

Notes:
- This building is sprinklered. DBI to confirm if a sprinkler permit is required.",Renovation - Commercial/ Mixed Use - Lower Complexity,['Office Uses'],['Health Enhancement Centre'],2023,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1177823, 49.2631967], 'type': 'Point'}, 'properties': {}}",2023-08,"{'lon': -123.1177823, 'lat': 49.2631967}",49.2631967,-123.1177823
BP-2022-02547,2022-05-16,2023-01-26,255,50000.0,Addition / Alteration,"1483 LAMEY'S MILL ROAD, Vancouver, BC V6H 3Y7","Field Review - Addition / Alteration - Interior alterations to renovate the large accessible washroom (sink/toilet/shower/tub) and convert the space into two standard 3-pc washrooms and 1 accessible 3 pc washroom (sink/toilet/shower) in this existing paraplegic facility on level 2 of this existing multiple dwelling building.

No soil disturbance 
The services of a Structural Engineer may be required, based upon site inspection by the District Building Inspector.\t

E2 LIGHTING: UPGRADE TO INCOROPORATE AUTOMATIC FULL OFF (PER 9.4.1.1.(h) OF ASHRAE 90.1-2016)

Revision #1
- Changing layout of the 3 bathrooms",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Multiple Dwelling'],2023,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1370568, 49.2693548], 'type': 'Point'}, 'properties': {}}",2023-01,"{'lon': -123.1370568, 'lat': 49.2693548}",49.2693548,-123.1370568
BP-2020-00418,2020-02-05,2020-03-02,26,9000.0,Addition / Alteration,"2671 E HASTINGS STREET, Vancouver, BC V5K 1Z5","Enquiry Centre - Addition / Alteration - Change of Use and Major Occupancy from Restaurant - Class 1 (Group A2) to Retail Dealer - bookstore (Group E) and provide interior alterations to this suite in the existing 1-storey building.

Scope of work includes removal of all existing flooring and washrooms,  installation of a new accessible washroom, re-configuring of small portion of demising wall, and re-constructing the exterior steps to have landing.

Notes:
- Categories of work are: Change of Major Occupancy for Small Suite (for 50% of Building Area) and Minor Renovation.

Processed through CRC.

*****This permit has been reviewed under the 2019 Vancouver Building By-law (#12511).*****",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2020,Hastings-Sunrise,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0501549, 49.2814266], 'type': 'Point'}, 'properties': {}}",2020-03,"{'lon': -123.0501549, 'lat': 49.2814266}",49.2814266,-123.0501549
BP-2024-04970,2024-12-11,2025-06-17,188,9500000.0,Addition / Alteration,"1370 W 73RD AVENUE, Vancouver, BC V6P 3E8","High Density Housing / Commercial - Addition / Alteration - BP for DP-2022-00546 & DPMA DP-2024-01052

Interior and exterior alterations and a new two-storey plus a mezzanine addition of approximately 10,365 sq. ft. in floor area to expand this existing 2-storey school building including at grade parking having vehicular entrance to the lane. Scope of work includes installation of an interconnecting door to the existing building and an interior accessible path on the second storey to the new Multi Purpose Hall as a part of Part 11 upgrades and four new rooftop units on the new roof. A new exterior exit under the second storey is proposed. 

Sch A, Arch B, Stru B, Mech B, Plbg B, Geotech B, Civil B, & Sch D are submitted. 

The addition to be sprinklered to NFPA 13. 

Total occupant load the building = max 700 persons

***REVIEWED UNDER VBBL 2019 WITH AMENDMENTS EFFECTIVE ON JUL 01, 2024***

Building Review Branch Notes:
- No commercial cooking is permitted in the premises. 
- A separate permit is required for a large special event at the multipurpose hall by another entity and take place outside of the school hours. The occupant load of a future special event at the multipurpose hall must be max 550 persons. (Refer to the operational letter.)",,['Institutional Uses'],['School - Elementary or Secondary'],2025,Marpole,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1370215, 49.2044808], 'type': 'Point'}, 'properties': {}}",2025-06,"{'lon': -123.1370215, 'lat': 49.2044808}",49.2044808,-123.1370215
BP-2022-02406,2022-05-06,2022-06-27,52,120000.0,Addition / Alteration,"2968 BIRCH STREET #PH, Vancouver, BC","High Density Housing / Commercial - Addition / Alteration - Interior alterations to the 4th and 5th residential penthouse level floor of this five storey Multiple Dwelling building on this site. Penthouse elevator serving one dwelling  (unit #401) only between levels 4 & 5. 

Scope of work: 
- Remove the existing walls and floor slab between 4th-5th levels for elevator shaft
- Install new elevator hoist way and structural backing for elevator rails  
- Install CSA B-44 compliant private residence elevator 

Building Review Branch Notes:
- Original permit for construction: BU461948
- Schedule A, Arch B and Struct B submitted. 
- Building is newly constructed and no additional upgrade would be required as per 11.2.1.2.(3) and (9)
- Okay for BP only as per Kirat Kang on April 25, 2022 

***Review as per VBBL 2019***",,['Dwelling Uses'],['Multiple Dwelling'],2022,,,2022-06,,,
BP-2018-00321,2018-01-22,2018-03-21,58,250000.0,Addition / Alteration,"746 W BROADWAY, Vancouver, BC","Field Review - Addition / Alteration - Interior alteration to to provide tenant improvement for this existing pharmacy in this existing commercial building on this site. Scope of work includes installing new ramp and relocate washroom.

Okay for field review as per M.Lam Jan 8/18

Letters of assurance rcvd P Thakre, 604.605.1556
                                    S Nemetz 604.736.6562

L2 - Lighting - Upgrade all hard wired Lighting within an occupied space to High Efficiency light systems",Renovation - Commercial/ Mixed Use - Lower Complexity,['Retail Uses'],['Retail Store'],2018,Fairview,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1209813, 49.263249], 'type': 'Point'}, 'properties': {}}",2018-03,"{'lon': -123.1209813, 'lat': 49.263249}",49.263249,-123.1209813
BP-2020-01164,2020-03-26,2022-05-18,783,59570.0,Addition / Alteration,"1124 E 14TH AVENUE, Vancouver, BC V5T 2P3","Field Review - Addition / Alteration - Interior alterations only to provide fire and smoke damage repairs to this existing Two-Family Dwelling building.

Scope of work includes: interior fire/water damage repair, related upgrading, restore interior interconnection between the basement and main floor level. Any unauthorized work on this site, existing or otherwise, is neither recognized nor approved and may be subject to enforcement action.

Letters of assurance submitted:
Sch B (Struct): A.S. Densmore (778) 791-7456

OK for field review as per Howie Chow, March 26, 2020.

Note:
- Any discontinued domestic water pipes and drainage pipes related to the removal of the unauthorized suite to be permanently capped off. 
- Remove the hood fan, range and all associated wiring up to the supply breaker in the unauthorized suite on the lower floor.
- No strata-titling permitted. 
- An annual Vancouver Business License must be obtained prior to the rental of this approved two-family dwelling, in whole or in part.
- Dedicated 3'-0"" wide firefighting access path with overhead clearance of 2m to be maintained at all times.
- Smoke alarms to be installed in conformance with Vancouver Building Bylaw subsections 3.2.4 and 9.10.19. 
- CO Alarms to be installed in conformance with Vancouver Building Bylaw subsections 6.2.4 and 9.32.4.
- All unsafe guards and handrails to be upgraded to the satisfaction of the Chief Building Official.

Increase in project value at discretion of District Building Inspector may require additional upgrading as per Table 11.4.3.1 of the VBBL 2019.",Renovation - Residential - Lower Complexity,['Dwelling Uses'],['Duplex'],2022,Mount Pleasant,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0810124, 49.2575759], 'type': 'Point'}, 'properties': {}}",2022-05,"{'lon': -123.0810124, 'lat': 49.2575759}",49.2575759,-123.0810124
