OBJECTID_1,join_OBJECTID,CUSTOMFOLDERNUMBER,FOLDERDESCRIPTION,FOLDERNAME,FOLDERTYPE,Subtype,Worktype,INDATE,ISSUEDATE,PROPERTYRSN,Status,Construction_Value,Dwelling_Units_Created,GFA,GFA__Accessory_Unit_,GFA__Basements_Alterations_,Infill_Lot,ConstructionStartDate,UnitsDemolished,AdjustedWorktype,StatusGroup,GlobalID,Number_of_Storeys,LEGALDESC,latitude,longitude
20046,2508030,2026 004178 000 00 BDP,"Lot Specific based on model 6003A for Lot 433. Construction of a two-storey single detached dwelling with 5 bedrooms, 6 bathrooms, Finished Basement Landing, Covered Porch, Attached Garage, Deck and Elevator.",1269 Meadowside Path,BDP,House - Part 9 - Detached House,New Construction,1772496000000,2026-03-27,119188,Issued,1127920,1,563.96,0,0,No,1779321600000,,New Construction,Permit Issued,d7ba8fc1-64a1-466a-9e69-f42929dc0cd5,2,PLAN M1223 LOT 433,43.42201474867765,-79.74368246337555
20061,2552569,2012 000911 REV 01 CA,REVISION:  Upgrades/alterations to meet SB-10 and barrier free requirements.  No GFA added.,"3515 Rebecca St Unit Bldg ""F""",CA,Plaza,Alt./Improve,1466035200000,2016-08-05,103803,Revoked,195760,,0,,,,,,Renovation & Repair,Revoked,a4e19434-df09-4f66-b98f-95bd9768adf7,,PLAN M1084 BLK 1,43.383011590105355,-79.7380189538655
20064,2552569,2012 000910 REV 01 CA,REVISION:  Upgrades/alterations to meet SB-10 and barrier free requirements.  No GFA added.,"3525 Rebecca St Unit Bldg ""E""",CA,Plaza,Alt./Improve,1466035200000,2016-08-05,103897,Revoked,195740,,0,,,,,,Renovation & Repair,Revoked,b56d4ffb-3707-4656-bae3-235f763fc00e,,"PLAN M1084 BLK 1 RP 20R19074 PARTS 1, 2 AND 3",43.383011590105355,-79.7380189538655
20075,2552569,2022 125762 REV 01 CN,"REVISION to 22-125762 for Unit A:  work to prepare for future tenant.    1. Adding 2nd floor level, elevator, and exit stairs    2. To adjust the location of the ground floor north exterior wall to provide covered outdoor area as required by ground floor tenant.   ",3535 Rebecca St,CN,Multi-Use/Multi-Storey D,Addition,1708041600000,2025-02-19,103898,Closed,500000,,420.54,,,,,,Addition,Closed,83f8316e-d9d4-42a6-b257-0e4acbbcce55,2,"PLAN M1084 BLK 1 RP 20R19074 PARTS 1, 2 AND 3",43.383011590105355,-79.7380189538655
20080,2552569,2012 000759 REV 01 CA,"REVISION:  Upgrades/alterations to meet SB-10 and barrier free requirements and revision to building footprint.  Shell permit for Unit C2 to be under separate permit, tenant fit outs to be under separate permits.  No GFA added.","3535 Rebecca St  Unit A, B, C1",CA,Plaza,Alt./Improve,1473292800000,,103898,Cancelled,260000,,6388.7,,,,,,Renovation & Repair,Cancelled,2334c3dd-5f14-49e7-bad2-f1e6cfd4206e,,"PLAN M1084 BLK 1 RP 20R19074 PARTS 1, 2 AND 3",43.383011590105355,-79.7380189538655
20081,2552569,2012 000759 REV 02 CA,"REVISION:  Upgrades/alterations to meet SB-10 and barrier free requirements and revision to building footprint.  Shell permit for Units A, B, C1 to be under separate permit, tenant fit outs to be under separate permits.  No GFA added.",3535 Rebecca St  Unit C2,CA,Plaza,Alt./Improve,1473897600000,,103898,Cancelled,812000,,2360,,,,,,Renovation & Repair,Cancelled,f8739c4b-b99f-488f-ba96-8bcd9f1d47b6,,"PLAN M1084 BLK 1 RP 20R19074 PARTS 1, 2 AND 3",43.383011590105355,-79.7380189538655
20084,2552569,2012 000909 REV 01 CA,REVISION:  Upgrades/alterations to meet SB-10 and barrier free requirements.  No GFA added.,"3545 Rebecca St Unit Bldg ""D""",CA,Plaza,Alt./Improve,1466035200000,2016-08-05,103899,Revoked,320000,,0,,,,,,Renovation & Repair,Revoked,7e8c9eb4-e0f4-492f-9461-533d41e53c1b,,"PLAN M1084 BLK 1 RP 20R19074 PARTS 1, 2 AND 3",43.383011590105355,-79.7380189538655
20129,2543955,2023 103951 000 00 CA,"New Entrance Canopy, New Garage Door &amp; Canopy, Replace Ramp &amp; Stairs, New exterior Garbage Enclosure.",243 Speers Rd,CA,Warehouse F2,Alt./Improve,1678060800000,2023-11-13,120237,Issued,50000,,59.5,,,,,,Renovation & Repair,Permit Issued,d29c4aa4-8804-4aec-bd6c-0ee39b3a4792,,TRAFALGAR CON 3 SDS PT LOT 17 PLAN 750 PT LOTS 1 TO 3 RP 20R19329 PART 2 RP 20R4125 PART 1,43.44363133332013,-79.69096283769298
20236,2516764,2020 000316 000 00 SA,Proposed removal of existing radiant heating equipment and associated piping. Installation of new unit ventilators and associated piping. Remove existing stairs in corridor and construct new barrier free ramps and stairs. No GFA added - OAKWOOD PUBLIC SCHOOL,357 Bartos L7R3Z2,SA,Elementary School,Alt./Improve,1580860800000,2020-06-15,27505,Closed,479500,,959.28,,,,,,Renovation & Repair,Closed,2190f239-b129-4260-b144-9049e9d09110,,CON 3 SDS PT LOT 15   ,43.44739091228677,-79.68353741432688
20241,2529133,2019 000898 000 00 RA,"Addition of elevator, changes to bedroom on second storey to accommodate new elevator and changing tub to shower. Addition of laundry tub in basement. Basement unfinished. ",2176 Rochester Circle,RA,Single Family Detached Dwelling,Alt./Improve,1559692800000,2019-07-17,79715,Closed,80000,0,10,,,No,,,Renovation & Repair,Closed,9f7e94b7-fc88-4a94-a2ca-bfc810fdbd64,1,PLAN M913 LOT 37,43.42449175470411,-79.7636817849892
20306,2555869,2023 109663 000 00 TH,"Model Type B1 - Interior Unit, Block B - Unit 11
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch.    3 Bedrooms with finished basement and Elevator.
",134 East St,TH,Row House - Condominium,New Const.,1684800000000,2023-10-12,113793,Conditional,500000,1,271.8,75.2,0,No,1699401600000,,New Construction,Occupancy Granted,72a495e2-2174-4476-9f00-b172b0606578,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 11,43.39926897907519,-79.70786708521362
20328,2491034,2021 127064 000 00 RN,"Construction of two storey single dwelling including attached garage, basement walk-up, basement finish, storage room in basement, pool equipment room, elevator, covered rear/front porch, 
",145 Sybella Dr,RN,Single Family Detached Dwelling,New Const.,1630540800000,2022-09-09,31000,Closed,886885,1,372,241.44,0,Yes,1665532800000,,New Construction,Closed,8f153563-5c1c-4588-a2fc-590db4fef112,2,PLAN 621 LOT 13   ,43.43043362903225,-79.6874082506341
20410,2553460,2016 000700 000 00 SA,"Interior alterations to existing elementary school washrooms to barrier free, air conditioning upgrades, interior finishes and lighting. (447.00m2). FALGARWOOD PUBLIC SCHOOL. No new GFA.",1385 Gainsborough Drive,SA,Elementary School,Alt./Improve,1461542400000,2016-07-04,50232,Closed,500000,,447,,,,,,Renovation & Repair,Closed,b8d4bc70-40d4-47df-9078-a98d6c5a8ea6,,PLAN 995 BLK C   ,43.479103025000455,-79.68354061235016
20434,2521236,2024 221772 000 00 RN,"Construction of a two storey single family dwelling with an attached garage, finished basement, elevator, front covered porch, rear patio (uncovered) and walkout basement",1594 Venetia Dr,RN,Single Family Detached Dwelling,New Const.,1732233600000,,8558,Cancelled,1600000,1,430.76,184.12,0,Yes,,,New Construction,Cancelled,6e7283bc-787a-4812-9048-91eb4728cd3b,2,PLAN 1252 LOT 4   ,43.40593856608621,-79.69935044581493
20907,2555563,2023 109559 000 00 TH,"Model Type C - Interior Unit, Block A - Unit 3
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch,  4 Bedroom with finished basement and Elevator.
",2280 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113785,Conditional,500000,1,299.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,7810dc2e-ce39-4ddd-9a16-0dea7590efc3,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 3,43.39917524033665,-79.70844617751247
20932,2554571,2015 001374 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;A&quot;  (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2187 Lillykin St Block K - Lot 109,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108665,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,f4588178-c2af-4f65-aec7-7814f723e345,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 81 AND 116 ,43.4790278558326,-79.7091848296364
20969,2559076,2025 110639 000 00 BDP,"LOT SPECIFIC - Based on Model 2001 Elevation A. BLK 20 &ndash; Unit 8. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, 3 PC Rought-in. Storage and Bar Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms.
",335 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128940,Issued,362560,1,291.62,11.52,0,No,1754438400000,,New Construction,Permit Issued,3f7ec0a9-160a-4247-91c9-df085aff87b9,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 18 TO 21,43.454270060645534,-79.67351417182167
21227,2534785,2019 001340 000 00 AA,Proposed addition of barrier free washroom in common area in basement level (40.51m2). No GFA added ,2185 Marine Drive Unit 101,AA,Rental Apartment,Alt./Improve,1565049600000,2019-11-20,10779,Closed,45000,0,40.51,,,No,,,Renovation & Repair,Closed,4a5389fe-dafa-4932-a934-fc678a824af0,,"HALT CONDO PLAN 83 LEVEL 1 UNIT 1 LEVEL A UNITS 72,73 ",43.400216286542594,-79.70403115483568
21430,2483727,2021 114771 000 00 SA,Installation of barrier free door operators on exterior doors.   Installation of maglocks on corridor doors.  Alterations to the  Special Education Room Kitchen and provide new Sensory Room.  Revise storage closet to create new Universal Washroom.  Remove existing concrete pads and install new barrier free access ramps.  No GFA added.,PORTAL - 1641 Heritage Way,SA,Elementary School,Alt./Improve,1622678400000,2021-07-29,55243,Issued,250000,,0,,,,,,Renovation & Repair,Permit Issued,b3dd65b3-4cb3-442f-99bf-ed319b6a8c13,,PLAN M484 BLK 139   ,43.431782083098106,-79.74198497453374
21498,2553679,2025 116724 000 00 BDP,"Tenant fit out for basketball courts, training facility c/w two full size basketball courts, 6 smaller practice courts, 6 interactive training centres, offices, barrier free washroom, male/female washrooms, reception desk &ndash; units 8-10.  No GFA added.",89 Loyalist Trail,BDP,Gymnasia (Athletic),Alteration/repair OR Alteration/finish to an existing building,1752019200000,2025-11-19,121065,Issued,500000,,0,,,,,,Renovation & Repair,Permit Issued,e85d9c51-69bc-4099-b705-d87aabe68069,,PLAN M1221 PT BLK 152,43.4984251399077,-79.74647879168872
21737,2525733,2025 107290 000 00 BDP,Interior renovation of 2-storey apartment. Second storey terrace renovation with addition on an elevator from first floor garage to second floor terrace. New elevator building on outdoor terrace. Remove existing brick wall to make way for elevator building. New roof structure over existing deck. Cosmetic repairs to south facing facade. ,209 Lakeshore Road E,BDP,Apartments,Alteration/repair OR Alteration/finish to an existing building,1746057600000,2025-07-23,24625,Issued,1000000,0,0,0,0,,1757203200000,,Renovation & Repair,Permit Issued,489054c0-dada-4f06-a64e-7eef89a83300,,PLAN 1 BLK 7 PT LOT D   ,43.446071457490284,-79.66831955504915
21805,2556196,2025 107318 REV 01 BDP,"Revision to permit - To remove garage elevator and underground parking, remove west side front addition, redesign second floor washroom. Addition in rear yard and interior alterations to all floors and revised HVAC design.",37 Colonial Crescent,BDP,House - Part 9 - Detached House,Addition to an existing building,1762214400000,2025-12-17,41456,Closed,0,0,214,727,0,No,,,Addition,Closed,51cf0cfd-0f7e-4aeb-945b-028a78253a4c,2,PLAN 343 LOT 9   ,43.45984454117917,-79.64890353651909
21973,2523360,2014 002715 REV 01 CA,"Revision to permit: Changes to HVAC, relocation of washrooms, removal of office partitions and construction of new wall, revision to outdoor ramps as per SK dwgs and removal of exit at gridline 5D
No GFA added.",886 Sinclair Road Unit 1 to 5,CA,Recreational Facility,Alt./Improve,1440720000000,2015-12-09,32892,Closed,0,,0,,,,,,Renovation & Repair,Closed,c98601b0-46b0-48f3-a223-bc376104757a,,PLAN 949 PT BLK D RP 20R9163 PARTS 1 TO 5  ,43.44698930871635,-79.69781462331966
22040,2551770,2025 131751 000 00 BDP,"Construction of a 2 storey single dwelling with reverse grade driveway with underground ramp, basement level garage, finished basement, side yard basement walk-up, inground pool in foundation, elevator, front and rear covered porches.
",21 Pebbleridge Place,BDP,House - Part 9 - Detached House,New Construction,1770681600000,2026-05-27,121799,Issued,3500000,1,689.82,342.82,0,Yes,,,New Construction,Permit Issued,0add7b25-be0f-416f-a1f7-cac8979a3fdb,2,PLAN M1248 LOT 10 RP 20R22193 PART 5,43.4304710721462,-79.67975525399892
22072,2485449,2016 002706 000 00 CA,Interior alterations to existing space to create universal washroom including installation of automatic door openers.  No mechanical work proposed (13m2).  CRACK POT POTTERY STUDIO. No additional GFA.,301 Robinson Street,CA,Shop,Alt./Improve,1481241600000,2017-03-03,38915,Closed,30000,,13,,,,,,Renovation & Repair,Closed,a5674b49-a289-4837-b218-bf48540cf166,,"PLAN 1 BLK 27 PT LOTS E,F   ",43.44762631192554,-79.665280256844
22209,2505532,2023 137166 000 00 SA,"Replace building entrance ramp, stairs, and parking lot curbs &ndash; Faith Baptish Church.  No GFA added.",1415 Trafalgar Rd,SA,Place of Worship,Alt./Improve,1702512000000,2024-04-24,543,Closed,250000,,0,,,,,,Renovation & Repair,Closed,d8a96340-53b1-4b52-bebc-d18860f8f343,,CON 2 SDS PT LOT 12 RP 20R5006 PART 1  ,43.47207691973909,-79.69658485115689
22386,2551828,2024 108978 000 00 RN,"Construction of 2 storey detached family dwelling with 3 car garage, finished basement with walk out, covered deck and barbecue at rear and at south-east side and elevator.",52 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1716336000000,2024-10-25,121802,Issued,2000000,1,435.31,320.96,0,Yes,1745366400000,,New Construction,Permit Issued,f96d71ed-3800-4cc9-bf92-3bb4495fe604,2,PLAN M1248 LOT 13 RP 20R22193 PART 7,43.43107365358829,-79.68097947354894
22482,2492385,2022 116594 000 00 CA,Interior alteration for tenant fit-out &quot;EXP Realty brokerage&quot; with reception area. Handicap accessible washroom ,85 Burnhamthorpe Rd E,CA,Office,Alt./Improve,1662422400000,2022-10-31,117789,Closed,60000,,0,,,,,,Renovation & Repair,Closed,28ff05e0-bb92-4db8-bfde-5c00fbc0a447,,"PLAN M1221 PT BLK 126 RP 20R21811 PARTS 11,12,13",43.49557118597767,-79.74535264797987
22690,2522473,2023 114253 REV 01 BDP,"Revision to Permit # 23-114253, including changes to HVAC system, interior layout on second floor, addition of elevator, and new window locations in basement and location of basement walkup door. No GFA added. ",396 Winston Road,BDP,House - Part 9 - Detached House,New Construction,1756857600000,2025-09-26,6610,Issued,5000,0,0,0,0,Yes,,,New Construction,Permit Issued,5742c8bd-921f-46de-af02-76067225cd1b,2,PLAN 579 LOT 29   ,43.424732209695044,-79.69683695388412
22828,2553831,2023 107262 000 00 RA,Create an opening on the second and ground floor for the installation of a self-supporting elevator.  No GFA Added.,3241 Sawmill St,RA,Single Family Detached Dwelling,Alt./Improve,1680652800000,2023-07-11,106075,Closed,5000,0,1.32,,,Yes,,,Renovation & Repair,Closed,0eb454e9-5649-42a2-b62c-c896d7b31c92,,PLAN M1143 LOT 129,43.48116422982785,-79.73985035781926
22842,2502749,2016 000263 000 00 RA,"Construct new curved exterior barrier free access ramp to front entrance of dwelling. Interior alteration to main floor and basement, adding new interior staircase. Existing side entry landing to be removed to suit new interior changes. No GFA added.",2091 Eighth Line,RA,Single Family Detached Dwelling,Alt./Improve,1456099200000,2016-03-03,1985,Closed,80000,0,24.92,,,No,,,Renovation & Repair,Closed,8dffc017-7218-4590-999d-c444ce0278f6,,PLAN M351 LOT 131   ,43.48331611706257,-79.69862118888369
23033,2492456,2018 000403 REV 03 RA,Revision to Install car lift structure in garage with an underground garage pit/room.  New door from under ground garage to basement laundry room.  Change in direction of man door swing from garage to house on main floor.  Changes to foundations. No HVAC changes proposed. ,70 Navy St,RA,Semi-Detached Dwelling,Alt./Improve,1706745600000,2024-03-11,104715,Closed,25000,0,20,,,No,,,Renovation & Repair,Closed,bd0e839f-6b15-4ea1-8c1e-ca74ec914482,2,PLAN 1 BLK 51 PT LOTS 4 AND 6 RP 20R18998 PART 5,43.44317999765571,-79.66899381219785
23100,2524284,2024 223408 000 00 RN,"Proposed Two Storey Dwelling with attached garage with car lift, finished basement, covered front and rear porch",307 Chartwell Rd,RN,Single Family Detached Dwelling,New Const.,1733184000000,2025-04-22,41884,Issued,5000000,1,669.6,503.7,0,Yes,1749081600000,,New Construction,Permit Issued,d6e3d9d6-34ac-4584-87f0-571f6709b83c,2,CON 3 SDS PT LOT 10   ,43.459669012596095,-79.66563460369845
23405,2539282,2026 004730 000 00 BDP,Adding an elevator in an existing two-storey personal service building.  No GFA added.,388 Speers Road,BDP,Offices (Business),Alteration/repair OR Alteration/finish to an existing building,1773187200000,,30565,Resubmission Under Review,20000,,0,,,,,,Renovation & Repair,Permit in Progress,c8110e4b-6a35-43b5-b21c-d25c4b0af1e4,,PLAN 835 PT BLK A RP 20R4179 PART 1  ,43.43930275259564,-79.69416433738074
23415,2529786,2025 109326 000 00 BDP,"Interior renovations of existing washroom, enlargement of existing elevator, and adding a new elevator &ndash; T.A. Blakelock Secondary School.  No GFA added.",1160 Rebecca Street,BDP,"Schools, Secondary",Alteration/repair OR Alteration/finish to an existing building,1744761600000,2025-05-15,6241,Issued,750000,,0,,,,,,Renovation & Repair,Permit Issued,6a083ab3-31d0-495c-909f-8ee3962a1b78,,CON 4 SDS PT LOT 22   ,43.419283723041076,-79.69390228783394
23680,2492792,2024 222433 000 00 TH,"Interior alterations to remove existing staircase, loadbearing wall; and install new staircase, elevator, bsmt mech&rsquo;l room, new mudroom, open up Family rm, kitchen renovate, relocate fireplace, new Pwdr rm; and reconfigure Primary Bdrm &amp; ensuite, laundry rm; remove Bdrm 2 and alter Bdrm ensuite - unit 1. GFA added. Add a new HVAC system on the top floor.",152 Robinson St,TH,Row or Town House,Alt./Improve,1732492800000,2025-01-21,25270,Issued,200000,0,149.68,39.8,0,No,1740009600000,,Renovation & Repair,Permit Issued,c7740fcb-fbaa-470a-a600-27b4b82e60ea,,"PLAN 1 BLK 13 PT LOT B RP 20R9845 PARTS 5,6  ",43.443946321840976,-79.66837896322625
23904,2551821,2024 203968 000 00 RN,"Construction of a 2 storey single dwelling with attached garage, finished basement, underground parking, below grade covered patio with walk-up stairs to side yard and rear; raised rear uncovered patio with gazebo, covered front porch; elevator, gas fireplaces; and skylight on lower rear level roof. ",37 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1719878400000,2025-01-06,121797,Issued,3500000,1,706.22,407.79,0,Yes,1745971200000,,New Construction,Permit Issued,db6e02bc-fbcf-4b79-9189-f1ef53df630e,2,PLAN M1248 LOT 8,43.43116317868627,-79.67990592191445
23932,2545104,2023 126333 000 00 DA,"Tenant fit-out to create space for warehouse/office facility for &quot;Snuggle Bugz&quot;. New power door operators at main entry, new universal washroom, demolition of existing warehouse offices, new storage rooms, bicycle rack, bf parking spaces, new rack configuration, updated sprinkler design. No GFA added",2160 South Service Rd W,DA,Bldg over 5000 sqft F2,Alt./Improve,1698796800000,2024-01-29,52991,Issued,500000,,0,,,,,,Renovation & Repair,Permit Issued,2624f647-d831-4176-b210-319e2041e599,,"PLAN 844 PT BLKS C,D RP 20R7562 PARTS 10,11 RP 20R9014 PARTS 2,16 RP 20R10456 PART 1",43.41894134492244,-79.72853740687205
23956,2492409,2024 138295 000 00 DA,"Oakville Water Purification Plant &ndash; structural modifications and concrete repairs to the Low Lift Pump Stn and High Lift Pump Stn, new Electrical Room in existing building; installation of new high lift pump, and a new Laboratory space in existing water treatment plant.  No GFA added.",21 Kerr St,DA,Bldg. 5000 sqft or less F3,Alt./Improve,1705276800000,2024-04-02,25489,Issued,3270000,,0,,,,,,Renovation & Repair,Permit Issued,8942a2ca-6953-4c3f-bd70-53c876cb95cf,,"PLAN 1 BLK 74 RP 20R6644 PARTS 2,3,5,7,8, 9,11,12 ",43.4384608751892,-79.67173055619635
23958,2492409,2023 138285 000 00 MS,"Installation of solar panels in the Oakville Water Treatment facility on the High Lift Pump Station (roof &lsquo;G&rsquo;), the Gravity Thickener bldg. (roof &lsquo;C&rsquo;) and the Filter bldg. (roof &lsquo;F&rsquo;).  No GFA added.",21 Kerr St,MS,Solar Collector,New Const.,1702252800000,2024-03-15,25489,Issued,3270000,,930,,,,,,New Construction,Permit Issued,eb909f64-a0b4-452d-b6fb-85be1bbd6810,,"PLAN 1 BLK 74 RP 20R6644 PARTS 2,3,5,7,8, 9,11,12 ",43.4384608751892,-79.67173055619635
24205,2503183,2016 002883 REV 01 RA,Revision to permit - addition of elevator ,2132 Shelley Road,RA,Single Family Detached Dwelling,Alt./Improve,1496275200000,2017-06-28,11839,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,a860acc8-7539-496b-9cc9-485e6504e9d9,,PLAN 1060 LOT 48   ,43.40833389955196,-79.71184620089784
24231,2478594,2023 153219 000 00 CA,Work includes localized concrete repairs and waterproofing repairs for the entire parking garage including waterproofing repairs to the elevator shaft/pit structure. ,300 Church St,CA,Parking Garage,Alt./Improve,1701302400000,2024-01-05,39307,Closed,2700000,,0,,,,,,Renovation & Repair,Closed,19e01bd1-4b9f-45a8-8e45-eb45afb923e3,,"PLAN 1 BLK 26 LOTS B,C PT LOT A  ",43.44820478763201,-79.66653982673466
24278,2492772,2023 108566 000 00 RA,"Interior Alterations to Basement, Ground and Second Floors. Proposed Elevator. No gross floor area (GFA) added.",148 Robinson St,RA,Row or Town House,Alt./Improve,1683072000000,2023-05-11,25268,Issued,800000,0,417,,,Yes,,,Renovation & Repair,Permit Issued,c19b6078-fab6-44e9-9a55-12bf59c7c5b8,,"PLAN 1 BLK 13 PT LOT B RP 20R9845 PARTS 3,8  ",43.4438498710137,-79.66849671745433
24381,2508408,2018 001810 000 00 CA,Interior alterations to ground level (122.39 m2) and second level (62.43 m2). Rebuilding of enclosed foyer + front steps. Removal of rear foyer - to be replaced with wood deck + steps and wheelchair lift. Alterations to ground level window openings. ,135 Brant Street,CA,Office,Alt./Improve,1542931200000,2019-03-15,28585,Closed,275000,,184.82,,,,,,Renovation & Repair,Closed,05fdc12a-feba-4e2b-96e4-fb3273c0a6ce,,PLAN 1 BLK 60 PT LOT 8   ,43.439918447903594,-79.6767309266732
24405,2552682,2020 000002 000 00 CN,Addition of a accessibility ramp for access to rear of building for a indoor dog kennel. No GFA Added,3521 Regional 25 L6J4Z3,CN,Shop,Addition,1577923200000,2020-02-15,5902,Issued,10000,,24,,,,,,Addition,Permit Issued,9b9a56cb-15ee-490e-baa6-3253c51db293,,CON 1 NDS PT LOT 30   ,43.448740881743674,-79.79372387712178
24482,2556444,2015 001139 REV 01 TH,Revision to permit: Change to foundation design incl. elevator shaft update,80 Trafalgar Road Unit 2,TH,Row or Town House,Alt./Improve,1499385600000,2017-08-03,106524,Revoked,0,0,0,,,No,,,Renovation & Repair,Revoked,4e6469b0-b356-4399-80b5-26207a7a3eae,,PLAN 1 BLK 16 PT LOT C RP 20R22866 PART 2,43.44661580305738,-79.66554655723564
24650,2533574,2025 131445 000 00 BDP,"Construction of two (2) story single family dwelling with attached garage, basement finish, theatre and front/rear covered porches, proposed walk up, and elevator.",2081 Salmon Road,BDP,House - Part 9 - Detached House,New Construction,1765411200000,2026-05-15,9990,Issued,900000,1,351.73,164.62,0,Yes,,,New Construction,Permit Issued,fde0e96a-cf8a-4b1e-8e6d-5a8e88e2feee,2,PLAN 1422 LOT 3   ,43.40404352670157,-79.70312474532957
24981,2477496,2024 109994 REV 01 SA,Revision to 24-109994. Revision to changerooms and washroom areas. Addition of non-load bearing walls and lintels for the widened doors. Changes to lighting and door operators.,1415 Third Line,SA,Rink,Alt./Improve,1738195200000,2025-02-26,56046,Issued,0,,0,,,,,,Renovation & Repair,Permit Issued,de252436-3cfe-4963-8c25-5b5657a029bf,,PLAN M477 BLK 4   ,43.43699198653089,-79.73903963377028
24982,2477496,2024 109994 000 00 SA,"Renovation to include replacement of concrete rink slab, alterations in changerooms to include barrier-free washrooms and doors; sliding door and roll-up door installation; mezzanine guard rail modification; replacement of roof top unit; and material finishes upgrade - Glen Abbey Community Centre.  No GFA added.",1415 Third Line,SA,Rink,Alt./Improve,1714348800000,2024-09-13,56046,Issued,2000000,,0,,,,,,Renovation & Repair,Permit Issued,89daf7b3-8055-4509-99a2-b183fbf8ded9,,PLAN M477 BLK 4   ,43.43699198653089,-79.73903963377028
25174,2539320,2017 001049 000 00 TH,"New two storey townhome (206.14m2), covered front porch, rear terrace with wood pergola and planters (47.23m2), bsmt finish (38.87m2), underground garage (106.53m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 21,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,,1,206.14,,,No,1525392000000,,New Construction,Closed,5fc4a4fb-3dc1-4da7-9633-311fdd31c8f3,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25175,2539320,2017 001050 000 00 TH,"New two storey townhome (215.27m2), covered front porch, rear terrace with wood pergola and planters (42.25m2), bsmt finish (46.34m2), underground garage (104.67m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 20,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,215.27,,,No,1525392000000,,New Construction,Closed,bd27199b-3074-4c77-b463-6c471b345e2a,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25176,2539320,2017 001051 000 00 TH,"New two storey townhome (216.02m2), covered front porch, rear terrace with wood pergola and planters (40.42m2), bsmt finish (46.09m2), underground garage (106.532) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 19,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,216.02,,,No,1525392000000,,New Construction,Closed,6ac06e57-2e9b-4f18-be50-8793fb2d31ba,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25177,2539320,2017 001052 000 00 TH,"New two storey townhome (216.02m2), covered front porch, rear terrace with wood pergola and planters (40.42m2), bsmt finish (46.09m2), underground garage (106.53m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 18,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,216.02,,,No,1522022400000,,New Construction,Closed,97f348be-81ef-4da3-85e3-6cf3ed047773,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25178,2539320,2017 001053 000 00 TH,"New two storey townhome (215.27m2), covered front porch, rear terrace with wood pergola and planters (42.25m2), bsmt finish (46.34m2), underground garage (104.67m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 17,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,215.27,,,No,1522022400000,,New Construction,Closed,04ed487c-ea92-42e8-a7f3-4ef86854cee0,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
