row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,count,latitude,longitude,location,geometry_point,floor_area,bia,occupancy_granted_date
1-611843415,2025-07-25T00:00:00.000,2025-07-25T00:00:00.000,2025,7,Commercial Final,To construct Exterior Alterations (ramp replacement and parking structure repair) in an existing condo apartment building (The Tretheway Condominium).,Apartment Condos (315),(03) Exterior Alterations,321922,0,9929 - 113 STREET NW,Condo Common Area (Plan 8421526),RL,1151,WÎHKWÊNTÔWIN,1,53.53812914711763,-113.51526393344507,"{'latitude': '53.53812914711763', 'longitude': '-113.51526393344507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51526393344507, 53.53812914711763]}",0,,
1-388575103,2021-07-14T00:00:00.000,2021-07-14T00:00:00.000,2021,7,Commercial Final,To construct interior alteration to an apartment condo building (add vestibules to exits and elevators on main floor and P1 to P6) - The Pearl.,Apartment Condos (315),(03) Interior Alterations,125000,0,11969 - JASPER AVENUE NW,Condo Common Area (Plan 1520090),DC2,1151,WÎHKWÊNTÔWIN,1,53.5406344122014,-113.52877222144403,"{'latitude': '53.5406344122014', 'longitude': '-113.52877222144403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52877222144403, 53.5406344122014]}",3229.17,,
1-450084022,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,2022,12,Commercial Final,"To construct Interior Alterations (Replacement of existing fire alarm system due to elevator upgrade) --""Heritage House Condominiums""--",Apartment Condos (315),(03) Interior Alterations,42000,0,"203, 8315 - 105 STREET NW","Condo Common Area (Plan 9221019,0227279)",RL,5480,STRATHCONA,1,53.519615895411526,-113.49980079413605,"{'latitude': '53.519615895411526', 'longitude': '-113.49980079413605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49980079413605, 53.519615895411526]}",0,,
3-345845558,2023-07-24T00:00:00.000,2023-07-24T00:00:00.000,2023,7,Commercial Final,"Exterior Alteration - Demolition of existing concrete topping and membrane on parkade roof slab. Install new membrane, insulation and concrete topping. New access ramp to parkade roof slab. New garbage enclosure",Apartments (310),(03) Exterior Alterations,548020,0,"100, 8920 - 100 STREET NW",Plan 4231RS Blk 123 Lot 1A,RL,5480,STRATHCONA,1,53.52495614047609,-113.4893854233839,"{'latitude': '53.52495614047609', 'longitude': '-113.4893854233839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4893854233839, 53.52495614047609]}",10763.9,,
1-509914569,2024-06-13T00:00:00.000,2024-06-13T00:00:00.000,2024,6,Commercial Final,"To construct Interior Alterations to update fire alarm system and elevator program change in an existing care home building. ""Matheson Senior's Housing""",Apartments (310),(03) Interior Alterations,12500,0,11445 - 135 STREET NW,Plan 6244MC Blk 19 Lot 4,RL,3450,WOODCROFT,1,53.56472436427247,-113.5540082244406,"{'latitude': '53.56472436427247', 'longitude': '-113.5540082244406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5540082244406, 53.56472436427247]}",500,,
1-566084125,2025-03-04T00:00:00.000,2025-03-04T00:00:00.000,2025,3,Commercial Final,"To construct Interior Alterations (elevator modernization) to an existing residential apartment building. ""Christopher Arms""",Apartments (310),(03) Interior Alterations,15800,0,10250 - 115 STREET NW,Plan B3 Blk 15 Lots 124-127,RM,1151,WÎHKWÊNTÔWIN,1,53.54422585722346,-113.51998804886288,"{'latitude': '53.54422585722346', 'longitude': '-113.51998804886288', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51998804886288, 53.54422585722346]}",100,,
1-597890499,2025-06-24T00:00:00.000,2025-06-24T00:00:00.000,2025,6,Commercial Final,"To construct Interior Alterations in Two stand-alone residential apartment buildings, including Elevator and Fire Alarm System upgrade and limitations. Elevator improvements: Upgrade of Firefighters' Emergency Operation, elevator recall, controllers and operating fixtures. Fire Alarm; Replace existing Fire Alarm Control Panel with new addressable f.a.c.p.. Replace existing f.a. initiating devices with new addressable models.  Re-connect existing f.a. notification circuits to the new f.a. panel. Buildings, 1112 Hermitage Rd  & 1122 Hermitage Rd - Christopher County.",Apartments (310),(03) Interior Alterations,314250,0,"1, 1112 - HERMITAGE ROAD NW",Plan 7722149 Blk 37 Lot 11,RM,2590,OVERLANDERS,1,53.58305249580831,-113.39194675254586,"{'latitude': '53.58305249580831', 'longitude': '-113.39194675254586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.39194675254586, 53.58305249580831]}",0,,
1-482286707,2023-10-30T00:00:00.000,2023-10-30T00:00:00.000,2023,10,Commercial Final,"To construct Exterior Alterations to remove and replace the sidewalk, stair and barrier-free ramp to an existing apartment building. - ""High Street District Properties""",Apartment Condos (315),(03) Interior Alterations,59500,0,10523 - 123 STREET NW,Condo Common Area (Plan 1324744),MU,3440,WESTMOUNT,1,53.54851352272879,-113.53363033763725,"{'latitude': '53.54851352272879', 'longitude': '-113.53363033763725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53363033763725, 53.54851352272879]}",269.1,124 Street and Area,
1-435444710,2022-09-17T00:00:00.000,2022-09-17T00:00:00.000,2022,9,Commercial Final,To construct Interior Alterations to suite #111 (create a barrier-free suite).,Apartments (310),(03) Interior Alterations,50000,0,"101, 6210 - TERRACE ROAD NW",Plan 2121167 Blk 3A Lot 12,RM,6730,TERRACE HEIGHTS,1,53.53962365258772,-113.42794460343057,"{'latitude': '53.53962365258772', 'longitude': '-113.42794460343057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42794460343057, 53.53962365258772]}",113.02,,
3-177185401,2015-09-23T00:00:00.000,2015-09-23T00:00:00.000,2015,9,"Single, Semi-detached & Rowhousing","To construct 3 Dwellings of Row Housing with verandas, uncovered rear decks, wooden ramp and to operate a Residential Sales Center for a maximum of 2 years.",Row House (330),(01) Building - New,450450,3,8051 - CHAPPELLE WAY SW,Plan 1523381 Blk 15 Lot 69,RSM,5462,CHAPPELLE AREA,1,53.40094486083346,-113.58280985697424,"{'latitude': '53.40094486083346', 'longitude': '-113.58280985697424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58280985697424, 53.40094486083346]}",4290,,
1-145286102,2014-08-20T00:00:00.000,2014-08-20T00:00:00.000,2014,8,"Single, Semi-detached & Rowhousing","To construct a Semi-Detached House (Unit 10 north side with front attached basement level garage, 2 front balconies (mainfloor 1.68m x 2.18m and 2nd floor 1.53m x 3.99m irregular shape), north side uncovered deck, (1.2m x 1.8m @ 1.8m high), rear uncovered deck (1.2m x 1.65m @ 1.2m high - irregular shape, mainfloor fireplace).  (Unit 11 south side with front attached main floor garage, rear balcony (3.09m x 7.8m), south side partially covered 2nd storey deck (0.9m x 8.63m @ 4.12m high), rear covered deck (1.2m x 1.37m @1.2m high), elevator and 2nd floor fireplace).",Semi-Detached Condo (215),(01) Building - New,800000,2,50 - SYLVANCROFT LANE NW,Plan 1324395 Unit 11,RS,3440,WESTMOUNT,1,53.546870597183805,-113.54232132860278,"{'latitude': '53.546870597183805', 'longitude': '-113.54232132860278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.54232132860278, 53.546870597183805]}",3809,,
1-656456734,2026-06-09T00:00:00.000,2026-06-09T00:00:00.000,2026,6,Commercial Final,To construct Interior Alterations (Fire alarm and elevator upgrades) to an existing residential apartment building.   ”Durham County”,Apartments (310),(03) Interior Alterations,421000,0,350 - HOOPER CRESCENT NW,Plan 7722149 Blk 38 Lot 3,RM,2590,OVERLANDERS,1,53.585403685063,-113.3926466946635,"{'latitude': '53.585403685063', 'longitude': '-113.3926466946635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.3926466946635, 53.585403685063]}",0,,
1-643983389,2026-02-11T00:00:00.000,2026-02-11T00:00:00.000,2026,2,Commercial Final,"Interior Alterations (Modernization of the existing four (4) elevators, and associated ceiling and floor repairs) to an already existing apartment building.  ""MacEwan University Residence Tower""",Apartments (310),(03) Interior Alterations,1500000,0,11050 - 104 AVENUE NW,Plan 2121375 Blk 20 Lot 102,"UI, UI, UI",1090,DOWNTOWN,1,53.547173587306375,-113.50800005876893,"{'latitude': '53.547173587306375', 'longitude': '-113.50800005876893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50800005876893, 53.547173587306375]}",2404.66,Downtown,
1-657120318,2026-06-02T00:00:00.000,2026-06-02T00:00:00.000,2026,6,Commercial Final,To construct Interior Alterations. Adding card access and maglocks with fire alarm connections to 2 elevator lobbies in an underground parkade serving an existing Apartment building.   ”Californian Parkland Condos” WORK DONE WITHOUT PERMITS,Apartment Condos (315),(03) Interior Alterations,3000,0,2035 - GRANTHAM COURT NW,Condo Common Area (Plan 0929864),RM,4720,GLASTONBURY,1,53.510623007766505,-113.6722837810059,"{'latitude': '53.510623007766505', 'longitude': '-113.6722837810059', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6722837810059, 53.510623007766505]}",50,,
1-637477327,2025-12-30T00:00:00.000,2025-12-30T00:00:00.000,2025,12,Commercial Final,"To construct Interior Alterations to an apartment house, fire alarm system upgrade.  Replace F.A. control panel with new addressable panel, install new smoke detectors at Lobby (Floor 1 through 4), top of elevator shaft and elevator machine room.  Parklane Apartments.  Not in Scope; Elevators Modernization, shall obtain a separate permit.",Apartments (310),(03) Interior Alterations,10000,0,6205 - 178 STREET NW,Condo Common Area (Plan 8422597),RM,4080,CALLINGWOOD SOUTH,1,53.497214023148075,-113.62843685072,"{'latitude': '53.497214023148075', 'longitude': '-113.62843685072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62843685072, 53.497214023148075]}",,,
27-418579292,2025-11-26T00:00:00.000,2025-11-26T00:00:00.000,2025,11,Commercial Final,To construct SHORING AND EXCAVATION ONLY for future apartment building - The Clifton.,Apartments (310),(04) Excavation,15000,0,10143 - CLIFTON PLACE NW,Plan 2321083 Blk B Lot 9,DC2,3440,WESTMOUNT,1,53.541888582050426,-113.539544238638,"{'latitude': '53.541888582050426', 'longitude': '-113.539544238638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.539544238638, 53.541888582050426]}",,124 Street and Area,
76-359368587,2021-03-02T00:00:00.000,2021-03-02T00:00:00.000,2021,3,"Single, Semi-detached & Rowhousing",Move on 1 barrier-free dwelling construct shared deck - Homes for Heroes Village (BF 2).,Single Detached House (110),(01) Building - New,35040,1,"2, 9320 - 152A AVENUE NW",Plan 2120645 Blk 1 Lot 18,"DC2, AG, DC2",2260,EVANSDALE,1,53.61424862929705,-113.48495669560664,"{'latitude': '53.61424862929705', 'longitude': '-113.48495669560664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48495669560664, 53.61424862929705]}",292,,2022-03-16
8-374965522,2021-03-15T00:00:00.000,2021-03-15T00:00:00.000,2021,3,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with an Unenclosed Front Porch, balcony, rear covered deck (4.83m x 4.50m), rear attached Garage, rooftop patio, elevator, fireplace, and basement development.",Single Detached House (110),(01) Building - New,448560,1,7811 - SASKATCHEWAN DRIVE NW,Plan 2021965 Blk 5 Lot 22,RS,5040,BELGRAVIA,1,53.5145172354667,-113.53681407705243,"{'latitude': '53.5145172354667', 'longitude': '-113.53681407705243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53681407705243, 53.5145172354667]}",3738,,2022-11-18
1-307806932,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,2019,6,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, balcony (above garage), Basement development (NOT to be used as an additional Dwelling), (2 Bedrooms, 2 Bathrooms, Recreation Room, Mechanical Room, Elevator, Foyer,)  covered deck (1.83m x 5.64m), fireplace, and uncovered deck (2.44m x 5.64m).",Single Detached House (110),(01) Building - New,386860,1,3493 - KESWICK BOULEVARD SW,Plan 1823110 Blk 12 Lot 56,RSF,5574,KESWICK,1,53.41960044833011,-113.6500316899441,"{'latitude': '53.41960044833011', 'longitude': '-113.6500316899441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6500316899441, 53.41960044833011]}",3364,,
74-359368587,2021-03-02T00:00:00.000,2021-03-02T00:00:00.000,2021,3,"Single, Semi-detached & Rowhousing",Move on 1 a barrier-free dwelling construct shared deck - Homes for Heroes Village (BF 1).,Single Detached House (110),(01) Building - New,35040,1,"1, 9320 - 152A AVENUE NW",Plan 2120645 Blk 1 Lot 18,"DC2, AG, DC2",2260,EVANSDALE,1,53.61424862929705,-113.48495669560664,"{'latitude': '53.61424862929705', 'longitude': '-113.48495669560664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48495669560664, 53.61424862929705]}",292,,2022-03-16
1-343757731,2020-01-14T00:00:00.000,2020-01-14T00:00:00.000,2020,1,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, balcony, Basement development (NOT to be used as an additional Dwelling), rear covered deck (4.62m x 3.66m), fireplace, front uncovered deck,  Unenclosed Front Porch, elevator, wet bar and walkout Basement.",Single Detached House (110),(01) Building - New,377545,1,3489 - KESWICK BOULEVARD SW,Plan 1823110 Blk 12 Lot 54,RSF,5574,KESWICK,1,53.41984229488798,-113.65032496989463,"{'latitude': '53.41984229488798', 'longitude': '-113.65032496989463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.65032496989463, 53.41984229488798]}",3283,,
1-354760998,2020-04-29T00:00:00.000,2020-04-29T00:00:00.000,2020,4,"Single, Semi-detached & Rowhousing","To construct a Semi-Detached House with 2 secondary suite(s), Unenclosed Front Porches and Ramps on each side.",Semi-Detached House (210),(01) Building - New,359040,4,10515 - 123 AVENUE NW,Plan 1056HW Blk 5 Lot F,RS,1250,WESTWOOD,1,53.57815281208549,-113.50238769068523,"{'latitude': '53.57815281208549', 'longitude': '-113.50238769068523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50238769068523, 53.57815281208549]}",2992,,
2-471290575,2023-08-28T00:00:00.000,2023-08-28T00:00:00.000,2023,8,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed front porch, elevator, Basement development (NOT to be used as an additional Dwelling) with wet bar, fireplaces, main floor partially covered deck  (17.98m x 5.79m with Balcony above 6.71m x 6.40m, rear sunken patio and walkout Basement.",Single Detached House (110),(01) Building - New,899625,1,18 - WINDERMERE DRIVE SW,Plan 0227756 Blk 2 Lot 34,DC2,5570,WINDERMERE,1,53.43089551060318,-113.63176663113862,"{'latitude': '53.43089551060318', 'longitude': '-113.63176663113862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.63176663113862, 53.43089551060318]}",7197,,2025-06-03
2-413015872,2022-03-04T00:00:00.000,2022-03-04T00:00:00.000,2022,3,"Single, Semi-detached & Rowhousing",To construct a Garden Suite with balcony and Future Elevator.,Backyard House (110),(01) Building - New,77400,1,12304G - 131A AVENUE NW,Plan 1583MC Blk 6 Lot 23A,RS,3070,CALDER,1,53.5915594343445,-113.53366703849595,"{'latitude': '53.5915594343445', 'longitude': '-113.53366703849595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53366703849595, 53.5915594343445]}",645,,2022-12-05
2-390891670,2021-09-13T00:00:00.000,2021-09-13T00:00:00.000,2021,9,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, side covered deck (1.83m x 5.18m), rear covered deck (10.21m x 4.88m), balcony, fireplace, and Basement development (NOT to be used as an additional Dwelling). Bedroom, Mechanical room, 2 Bathrooms, Future elevator/storage room, Rec room, TV room, Gym",Single Detached House (110),(01) Building - New,390840,1,15313 - RIO TERRACE DRIVE NW,Plan 6253KS Blk 11 Lot 15,RS,4430,RIO TERRACE,1,53.50540131923313,-113.58501815679664,"{'latitude': '53.50540131923313', 'longitude': '-113.58501815679664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58501815679664, 53.50540131923313]}",3257,,2023-04-06
2-434066571,2023-05-11T00:00:00.000,2023-05-11T00:00:00.000,2023,5,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, elevated entryway (at 1.85m above grade), Unenclosed Front Porch, Basement development (NOT to be used as an additional Dwelling), rear covered deck, rooftop terrace with hot tub, elevator and fireplace.",Single Detached House (110),(01) Building - New,412250,1,55A - FAIRWAY DRIVE NW,Plan 2220098 Blk 26 Lot 25C,RS,5540,WESTBROOK ESTATES,1,53.47272742970583,-113.54692660970204,"{'latitude': '53.47272742970583', 'longitude': '-113.54692660970204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.54692660970204, 53.47272742970583]}",3298,,2025-03-18
2-456848299,2023-06-28T00:00:00.000,2023-06-28T00:00:00.000,2023,6,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with an Unenclosed Front Porch, rear attached Garage,  rear uncovered deck (6.20m x 3.51m), irregular shape rear covered deck (4.71m x 4.43m), indoor swimming pool & hot tub, balcony, fireplac, Basement development (NOT to be used as an additional Dwelling) Permit does NOT include Future Elevator",Single Detached House (110),(01) Building - New,534625,1,8359 - 120 STREET NW,Plan 4116HW Blk 13 Lot 63,RS,5580,WINDSOR PARK,1,53.522220468961045,-113.53682596845724,"{'latitude': '53.522220468961045', 'longitude': '-113.53682596845724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53682596845724, 53.522220468961045]}",4277,,
2-454494294,2023-05-25T00:00:00.000,2023-05-25T00:00:00.000,2023,5,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with rear attached Garage, Unenclosed Front Porch, fireplace, elevator, covered deck (5.79m x 4.42m) and Basement development (NOT to be used as an additional Dwelling).",Single Detached House (110),(01) Building - New,455250,1,9742 - 145 STREET NW,Plan 5109HW Blk 87 Lot 30,RS,3140,CRESTWOOD,1,53.536228705606895,-113.57274034142225,"{'latitude': '53.536228705606895', 'longitude': '-113.57274034142225', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.57274034142225, 53.536228705606895]}",3642,,2024-10-29
2-434093277,2022-12-12T00:00:00.000,2022-12-12T00:00:00.000,2022,12,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, Basement development with wet bar (NOT to be used as an additional Dwelling), exterior hot tub, fireplace, roof top deck, elevator and rear uncovered deck (7.21m x 4.27m).",Single Detached House (110),(01) Building - New,455500,1,55B - FAIRWAY DRIVE NW,Plan 2220098 Blk 26 Lot 25B,RS,5540,WESTBROOK ESTATES,1,53.47272884557685,-113.54715384697634,"{'latitude': '53.47272884557685', 'longitude': '-113.54715384697634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.54715384697634, 53.47272884557685]}",3644,,2024-11-13
2-473304501,2023-08-25T00:00:00.000,2023-08-25T00:00:00.000,2023,8,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, unenclosed front porch, elevator, front balconies, rooftop terrace and Basement development (NOT to be used as an additional Dwelling).",Single Detached House (110),(01) Building - New,317250,1,7305B - 155 STREET NW,Plan 2222604 Blk 9 Lot 10B,RS,4430,RIO TERRACE,1,53.505309384926605,-113.58866250817695,"{'latitude': '53.505309384926605', 'longitude': '-113.58866250817695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.58866250817695, 53.505309384926605]}",2538,,
2-388578784,2022-06-10T00:00:00.000,2022-06-10T00:00:00.000,2022,6,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear covered decks (4.0m x 5.48m, 5.33m x 3.97m), rear uncovered deck (3.81m x 3.11m), balconies, and Basement development (NOT to be used as an additional Dwelling - 1 bedroom/guest room, 1 storage room, 1 elevator, 2 bathrooms, 1 scotch room, 1 exercise room, 1 game room, 1 theater and 2 mechanical rooms).",Single Detached House (110),(01) Building - New,847560,1,199 - WINDERMERE DRIVE NW,Plan 1820122 Blk 14 Lot 21,DC1,5570,WINDERMERE,1,53.44488815240514,-113.62231207895898,"{'latitude': '53.44488815240514', 'longitude': '-113.62231207895898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62231207895898, 53.44488815240514]}",7063,,2025-02-21
2-428361947,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,2022,5,"Single, Semi-detached & Rowhousing","To construct a Semi-Detached House with front attached Garage, Uncovered deck(S) (3.05M X 4.06M  X 2). Basement development (NOT to be used as an additional Dwelling), (22118 has an elevator)    Suite 22118: 1 rec room, 2 bedrooms, 1 bathroom, 1 laundry room and 1 mechanical room.  Suite 22114: 1 rec room with wet bar, 1 bedroom, 1 bathroom, 1 laundry room and 1 mechanical room.",Semi-Detached House (210),(01) Building - New,344250,2,22114 - 81A AVENUE NW,Plan 2122790 Blk 21 Lot 101,RSF,4750,ROSENTHAL,1,53.51531225331847,-113.6978545530091,"{'latitude': '53.51531225331847', 'longitude': '-113.6978545530091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.6978545530091, 53.51531225331847]}",2754,,2024-04-12
2-429160135,2022-08-04T00:00:00.000,2022-08-04T00:00:00.000,2022,8,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear uncovered deck ( 6.71m x 9.75m)                  covered deck (5.37m x 14.38m) fireplace, Basement development (NOT to be used as an additional Dwelling) and balcony, Elevator",Single Detached House (110),(01) Building - New,830125,1,211 - WINDERMERE DRIVE NW,Plan 1820067 Blk 14 Lot 18,DC1,5570,WINDERMERE,1,53.44550761622205,-113.62195138621291,"{'latitude': '53.44550761622205', 'longitude': '-113.62195138621291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62195138621291, 53.44550761622205]}",6641,,2024-02-15
2-420980290,2022-03-08T00:00:00.000,2022-03-08T00:00:00.000,2022,3,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Basement development (NOT to be used as an additional Dwelling), rear uncovered deck (3.05m x 4.11m), Unenclosed Front Porch, Side Entrance  and Elevator.",Single Detached House (110),(01) Building - New,337625,1,4811 - 174 AVENUE NW,Plan 2120271 Blk 1 Lot 17,RSF,2611,CY BECKER,1,53.63534496837813,-113.4156407059587,"{'latitude': '53.63534496837813', 'longitude': '-113.4156407059587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4156407059587, 53.63534496837813]}",2701,,2022-07-29
2-437214471,2023-06-22T00:00:00.000,2023-06-22T00:00:00.000,2023,6,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear partially covered deck (10.19m x 3.05m), fireplace(s), rooftop patio, wet bar, elevator, walkout Basement and Basement development (NOT to be used as an additional Dwelling).",Single Detached House (110),(01) Building - New,628625,1,4109 - WHISPERING RIVER DRIVE NW,Plan 1125154 Blk 1 Lot 18,RSF,5570,WINDERMERE,1,53.44952013767807,-113.60968157688981,"{'latitude': '53.44952013767807', 'longitude': '-113.60968157688981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60968157688981, 53.44952013767807]}",5029,,
2-412530332,2022-05-18T00:00:00.000,2022-05-18T00:00:00.000,2022,5,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, balconies, Basement development (NOT to be used as an additional Dwelling), rear covered deck (9.60m x 4.57m), rear uncovered deck (9.60m x 1.37m), and Unenclosed Front Porch. Basement Development: 1 bedroom, 2 bathrooms, common area, theater room, common area with wet bar, elevator and mechanical room.",Single Detached House (110),(01) Building - New,594360,1,4111 - WHISPERING RIVER DRIVE NW,Plan 1125154 Blk 1 Lot 19,RSF,5570,WINDERMERE,1,53.44967551478037,-113.60973927673345,"{'latitude': '53.44967551478037', 'longitude': '-113.60973927673345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60973927673345, 53.44967551478037]}",4953,,2024-10-23
2-400606162,2021-09-24T00:00:00.000,2021-09-24T00:00:00.000,2021,9,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garages, balconies, Basement development (NOT to be used as an additional Dwelling), covered deck, fireplace, uncovered deck, Unenclosed Front Porch, elevator, walkout Basement and indoor pool. Basement program includes 2 bedrooms, 1 rec room, 1 gym, 1 swimming pool / hot tub / sauna, 1 theatre, 4 bathrooms, 1 storage room & 2 mechanical rooms.",Single Detached House (110),(01) Building - New,1508880,1,152 - WINDERMERE DRIVE NW,Plan 2301MC Blk 2 Lot 13,RR,5570,WINDERMERE,1,53.44278338926161,-113.62646105552997,"{'latitude': '53.44278338926161', 'longitude': '-113.62646105552997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.62646105552997, 53.44278338926161]}",12574,,2025-01-31
2-416832943,2022-10-05T00:00:00.000,2022-10-05T00:00:00.000,2022,10,"Single, Semi-detached & Rowhousing","To construct a Single Detached House with front attached Garage, elevator, balcony, covered deck, fireplace, front veranda, and Walkout Basement Development with wet bar ((NOT to be used as an additional Dwelling) 2 bedrooms, bathroom, sewing room, rec room, wet bar, storage, and mechanical room).",Single Detached House (110),(01) Building - New,472680,1,2787 - WHEATON DRIVE NW,Plan 1223391 Blk 11 Lot 14,RSF,5570,WINDERMERE,1,53.44781399716086,-113.61775277144788,"{'latitude': '53.44781399716086', 'longitude': '-113.61775277144788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.61775277144788, 53.44781399716086]}",3939,,2024-10-25
