address,neighbourhood,ward,latitude,longitude,has_coords,sources,total_permits,n_building_permits,n_development_permits,keywords,earliest_permit_date,latest_permit_date,building_row_ids,development_file_numbers,sample_description,coord_source
12923 - 137 AVENUE NW,WELLINGTON,,53.59900241226214,-113.54570235451244,yes,building,1,1,0,ramp,2009-11-05T00:00:00.000,2009-11-05T00:00:00.000,0-87702757,,To construct an front uncovered deck with ramp. (1.37m x 3.65m),parcel_geocode
13428 - 127 STREET NW,WELLINGTON,Anirniq Ward,53.595857033,-113.541681073,yes,development,1,0,1,ramp; wheelchair,2020-12-17T00:00:00.000,2020-12-17T00:00:00.000,,377379820-002,"To construct an addition and exterior alterations to a Religious Assembly building (Demolition of existing front addition, front facade improvement including new entryway and wheelchair ramp; new vestibule at south west corner of building)",development
13507 - 135 AVENUE NW,WELLINGTON,,53.596125269033095,-113.55456513177428,yes,building,1,1,0,accessible; ramp,2024-03-26T00:00:00.000,2024-03-26T00:00:00.000,1-501526487,,To construct a front uncovered deck (3.66 m x 12.23 m @ 0.60 m in Height) with an accessibility ramp.,parcel_geocode
13507 - 135 STREET NW,WELLINGTON,,53.59659562953886,-113.55303707834034,yes,building,1,1,0,ramp; wheelchair,2009-10-02T00:00:00.000,2009-10-02T00:00:00.000,1-88100571,,"To construct an addition to a Single Detached House (Rear 3 Season Sunroom w/ Enclosed Wheelchair Ramp, attaching the existing detached garage).",parcel_geocode
13524 - 62 STREET NW,BELVEDERE,,53.59797931226587,-113.43709922865558,yes,building,1,1,0,lift; wheelchair,2020-09-25T00:00:00.000,2020-09-25T00:00:00.000,1-368480856,,To construct a front uncovered deck with wheel chair lift (3.66m x 3.05m @ 0.91m in Height).,parcel_geocode
13614 - 102 AVENUE NW,GLENORA,,53.54337523062218,-113.55727665497118,yes,building,1,1,0,lift,2024-07-16T00:00:00.000,2024-07-16T00:00:00.000,1-504758212,,To construct exterior alterations to an Accessory building (lifting the existing garage only).,parcel_geocode
13619 - 117 AVENUE NW,WOODCROFT,,53.569173859197804,-113.5609102508473,yes,building,1,1,0,lift; wheelchair,2015-06-22T00:00:00.000,2015-06-22T00:00:00.000,0-174516566,,To erect a wheel chair lift.,parcel_geocode
13624 - 139 STREET NW,WELLINGTON,,53.59881311015668,-113.56085747608795,yes,building,1,1,0,ramp; wheelchair,2021-10-14T00:00:00.000,2021-10-14T00:00:00.000,1-403118939,,"To construct exterior and interior alterations to a Single Detached House (upper front landing, 1.82m x 2.43m @ 0.60m in Height; wheelchair ramp, 1.21m x 5.48m; lower front landing, 1.52m x 1.52m @ 0.15m in Height; and main floor renovations) and to develop a Secondary Suite the Basement. Suite main room, kitchen, 1 bathroom, 1 bedroom, 1 laundry/mechanical room and 1 common foye.",parcel_geocode
13854 - RAVINE DRIVE NW,GLENORA,,53.53968281037869,-113.56254493686875,yes,building,1,1,0,lift,2023-06-13T00:00:00.000,2023-06-13T00:00:00.000,1-466605590,,"To construct an addition (main floor), interior alterations (elevator, main floor, Basement development NOT to be used as an additional Dwelling), and exterior alterations (new windows and exterior paint) to a Single Detached House, and over height privacy screen (2.44m).  Basement Development: 1 Bedroom, 1 Bathroom, Music Room, Storage Room(s), Workshop, Exercise Room, Laundry Room.",parcel_geocode
14608 - 103 AVENUE NW,GROVENOR,,53.54427657546543,-113.57297628494553,yes,building,1,1,0,barrier-free; ramp,2012-10-02T00:00:00.000,2012-10-02T00:00:00.000,0-129622952,,To construct a rear-uncovered deck (3.66m X 8.40m @ 0.78m high) with a Barrier Free Uncovered Ramp (Ramp size: 9.75m X 1.65m) in sideyard.,parcel_geocode
14636 - 110A AVENUE NW,MCQUEEN,,53.558468829747056,-113.57526152075904,yes,building,1,1,0,ramp,2014-10-15T00:00:00.000,2014-10-15T00:00:00.000,1-153813770,,"To construct a front uncovered deck (1.96m X 2.56m @ 1m in Height), two tier rear uncovered deck (2.55m X 2.44m @ 0.93m in Height, 7.07m X 4.89m @ 0.6m in Height) and ramps, existing without permits.",parcel_geocode
14810 - 51 AVENUE NW,BRANDER GARDENS,,53.4896821251726,-113.57537889378058,yes,building,1,1,0,ramp,2020-05-22T00:00:00.000,2020-05-22T00:00:00.000,1-361403023,,To construct Interior Alteration to parkade of apartment condo building - Country Gardens Condominium 2020 Entrance and Exit Ramp Repair Program - Structural repairs of entrance/exit ramp to underground parkade. Work includes replacement of concrete entrance/exit ramp with addition of structural grade beams and the replacement of a reinforced concrete trench drain assembly.,parcel_geocode
15020 - 81 STREET NW,KILKENNY,,53.61229479801978,-113.46673253383705,yes,building,1,1,0,wider doorway,2026-03-02T00:00:00.000,2026-03-02T00:00:00.000,1-637373605,,"To construct exterior alterations to an existing Residential Use building (front door widening, 0.95m x 2.08m).",parcel_geocode
1503 - 16 AVENUE NW,ASTER,Sspomitapi Ward,53.45098628983669,-113.36559917363172,yes,development,1,0,1,accessible; ramp,,,,660347086-002,To increase the occupancy of a Child Care Service within a Residential Single Detached House from 24 to 39 children and construct interior and exterior alterations (accessibility ramp).,development
152 - WINDERMERE DRIVE NW,WINDERMERE,,53.44278339142306,-113.62646105168616,yes,building,1,1,0,lift,2021-09-24T00:00:00.000,2021-09-24T00:00:00.000,2-400606162,,"To construct a Single Detached House with front attached Garages, balconies, Basement development (NOT to be used as an additional Dwelling), covered deck, fireplace, uncovered deck, Unenclosed Front Porch, elevator, walkout Basement and indoor pool. Basement program includes 2 bedrooms, 1 rec room, 1 gym, 1 swimming pool / hot tub / sauna, 1 theatre, 4 bathrooms, 1 storage room & 2 mechanical rooms.",parcel_geocode
15204 - 114A STREET NW,CAERNARVON,Anirniq Ward,53.61222527241551,-113.51923515108955,yes,development,1,0,1,barrier-free; ramp,2025-07-18T00:00:00.000,2025-07-18T00:00:00.000,,515528255-012,"To revise the design of an approved Child Care Service (construct exterior alterations including new windows, build barrier-free ramp and new entrance for barrier-free ramp, change fence material).",development
1530 - 36B AVENUE NW,TAMARACK,,53.47213685250661,-113.36628683826486,yes,building,1,1,0,handrail,2010-09-01T00:00:00.000,2010-09-01T00:00:00.000,0-101355774,,To construct an uncovered deck (14'6 X 10' c/w wood handrails),parcel_geocode
15313 - RIO TERRACE DRIVE NW,RIO TERRACE,,53.50540131607766,-113.58501815381284,yes,building,1,1,0,lift,2021-09-13T00:00:00.000,2021-09-13T00:00:00.000,2-390891670,,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, side covered deck (1.83m x 5.18m), rear covered deck (10.21m x 4.88m), balcony, fireplace, and Basement development (NOT to be used as an additional Dwelling). Bedroom, Mechanical room, 2 Bathrooms, Future elevator/storage room, Rec room, TV room, Gym",parcel_geocode
15420 - 103 AVENUE NW,CANORA,,53.54501372332511,-113.58808454273654,yes,building,1,1,0,lift; wheelchair,2013-05-09T00:00:00.000,2013-05-09T00:00:00.000,0-137565291,,To construct a front uncovered deck(Wheelchair Lift - 2.44m x 2.44m @ 1.07m high) & to construct interior alterations at main floor.,parcel_geocode
158 - HEALY ROAD NW,HENDERSON ESTATES,,53.46490706940421,-113.59761949880215,yes,building,1,1,0,wider doorway,2022-03-22T00:00:00.000,2022-03-22T00:00:00.000,1-422880128,,"To construct interior alterations to a Single detached House (Alter interior walls for kitchen renovation, widen door openings on a structural wall. Install new steel beam in basement).",parcel_geocode
15911 - 107A AVENUE NW,MAYFIELD,Nakota Isga Ward,53.55166019055585,-113.59639459990025,yes,development,1,0,1,ramp,2015-12-09T00:00:00.000,2015-12-09T00:00:00.000,,146894593-002,To construct exterior alterations to an existing Religious Assembly building (adding an entryway ramp and stairs to the east side of the building).,development
16101 - 86 AVENUE NW,ELMWOOD,,53.518333134797295,-113.59989351216198,yes,building,1,1,0,ramp; wheelchair,2020-06-03T00:00:00.000,2020-06-03T00:00:00.000,1-361089057,,To construct a front uncovered deck (3.05m x 1.52m @ 0.75m in Height) with wheelchair ramp.,parcel_geocode
1622 - 66 AVENUE NW,MAPLE RIDGE,,,,no,building,1,1,0,ramp; wheelchair,2012-11-22T00:00:00.000,2012-11-22T00:00:00.000,0-79908548,,To construct an uncovered deck (Wheel chair ramp 1.84m x 1.84m @ 0.91m in Height).,none
16427 - STONY PLAIN ROAD NW,GLENWOOD,,,,no,building,1,1,0,accessible,2011-12-14T00:00:00.000,2011-12-14T00:00:00.000,1-27990187,,"To change a general retail use (main floor) to residential apartment  use and to construct interior/exterior alterations, adding 7 new residential suites each separately accessible at grade, existing 5 story apartment house.",none
1658 - TOMPKINS WYND NW,TERWILLEGAR TOWNE,,53.44902286802334,-113.58223226913135,yes,building,1,1,0,accessible; ramp,2025-12-01T00:00:00.000,2025-12-01T00:00:00.000,1-632199629,,To construct a front uncovered deck extension to an existing unenclosed front porch (1.07m x 1.83m @ 0.9m in Height) with an accessibility ramp (0.91m x 3.66m).,parcel_geocode
16612 - 90 AVENUE NW,WEST MEADOWLARK PARK,,53.52553247939367,-113.61017447946692,yes,building,1,1,0,accessible; wheelchair,2021-06-25T00:00:00.000,2021-06-25T00:00:00.000,1-395143361,,"To construct exterior alterations and interior alterations to a Single Detached House (new windows in the 3 bedrooms, kitchen and between the studs on the north wall in the master bedroom, new front door from 32"" to 36"" and moving it approximately 1 foot (for wheelchair accessibility) and new vinyl siding) and Basement development (Not to be used as an additional Dwelling). Basement:1 bedroom, den, washroom and mechanical area.",parcel_geocode
16707 - 95 AVENUE NW,WEST MEADOWLARK PARK,,53.531299800625874,-113.61157748096996,yes,building,1,1,0,ramp,2021-04-21T00:00:00.000,2021-04-21T00:00:00.000,1-389342358,,To construct a rear uncovered deck with ramp to a Single Detached House (4.57m x 12.19m @ 0.90m in Height).,parcel_geocode
16811 - 88 AVENUE NW,WEST MEADOWLARK PARK,,,,no,building,1,1,0,ramp,2025-07-15T00:00:00.000,2025-07-15T00:00:00.000,2-608123299,,To construct Exterior Alterations (ramp) to an existing building. “Cabrini Centre”,none
17004 - 64 AVENUE NW,CALLINGWOOD SOUTH,,53.50094175973121,-113.61658713793462,yes,building,1,1,0,lift,2019-10-30T00:00:00.000,2019-10-30T00:00:00.000,3-269605113,,"To construct an addition and exterior alterations to an existing Apartment Building (Building D) 4 storey, elevator and lobby addition.",parcel_geocode
17104 - 75 AVENUE NW,CALLINGWOOD NORTH,,53.50745867676651,-113.61817639476375,yes,building,1,1,0,lift,2025-03-31T00:00:00.000,2025-03-31T00:00:00.000,1-555901083,,"To construct Interior Alterations (Replace disconnects for elevator, install new smoke detectors) to an existing apartment building  ”Westridge Estates Building C”",parcel_geocode
17116 - 64 AVENUE NW,CALLINGWOOD SOUTH,,,,no,building,1,1,0,lift,2019-10-30T00:00:00.000,2019-10-30T00:00:00.000,4-269602803,,To construct an addition and exterior alterations to an existing Apartment Building (Building C) 4 storey elevator and lobby addition.,none
17311 - 69 AVENUE NW,CALLINGWOOD SOUTH,,,,no,building,1,1,0,handrail,2021-09-14T00:00:00.000,2021-09-14T00:00:00.000,2-405005375,,"To construct exterior alterations at a residential row house site (repair balconies, concrete handrails, cracked caulking) - West Edmonton Village.",none
17446 - 107A STREET NW,CHAMBERY,,53.63872894740368,-113.5089092785497,yes,building,1,1,0,lift,2020-02-13T00:00:00.000,2020-02-13T00:00:00.000,0-351958467,,To construct an addition (Other: elevator ).,parcel_geocode
17620 - 120 STREET NW,RAPPERSWILL,Anirniq Ward,53.63982592286084,-113.52986750437327,yes,development,1,0,1,lift,2019-01-18T00:00:00.000,2019-01-18T00:00:00.000,,300563232-001,"To construct a Single Detached House with front attached Garage, Basement development (NOT to be used as an additional Dwelling), fireplace, elevator, and veranda.",development
17708 - 85 AVENUE NW,THORNCLIFF,,53.518596743374275,-113.6285529126548,yes,building,1,1,0,lift,2014-02-19T00:00:00.000,2014-02-19T00:00:00.000,3-139077676,,To construct an addition to a Single Detached House (2nd Floor Bedroom /Study Room; Elevator Shaft).,parcel_geocode
17814 - 97 STREET NW,ELSINORE,tastawiyiniwak Ward,53.63988269538699,-113.49323404432056,yes,development,1,0,1,ramp,2016-11-04T00:00:00.000,2016-11-04T00:00:00.000,,139391997-014,To construct exterior and interior alterations to an approved development permit 139391997-001 (Apartment Housings Building 1 reduced from 91 to 87 Dwelling units and Building 2 increased from 59 to 63 Dwelling units and to relocate ramp on Building 2) and reconfigure location of Row Housings and Semi-detached House. Total number of Dwellings: 150.,development
17819 - 91 STREET NW,KLARVATTEN,tastawiyiniwak Ward,53.64041641910531,-113.47827350963665,yes,development,1,0,1,ramp; wheelchair,,,,263488504-001,To construct an addition (enclosure for wheelchair ramp) to a Single Detached House.,development
180 - WINDERMERE DRIVE NW,WINDERMERE,pihêsiwin Ward,53.444677228070475,-113.6241801376465,yes,development,1,0,1,lift,2024-12-17T00:00:00.000,2024-12-17T00:00:00.000,,502620202-002,"To construct a Residential Use Single Detached House with two front attached Garages with breezeway, balconies, elevator, Basement development (NOT to be used as an additional Dwelling) with Garage and wet bar, covered deck, fireplaces and walkout Basement.",development
18623 - 78 AVENUE NW,LYMBURN,,53.511030267822626,-113.64569399433498,yes,building,1,1,0,lift,2025-10-28T00:00:00.000,2025-10-28T00:00:00.000,1-633900562,,"To construct interior alterations to a Residential Use building (push piers- hydraulically driven steel piers to stabilize and lift the settling structure, NOT to be used as an additional Dwelling). 18623 - 78 AVENUE NW",parcel_geocode
19 - REHWINKEL ROAD NW,RHATIGAN RIDGE,,53.47342621092476,-113.58113503499166,yes,building,1,1,0,lift,2018-03-20T00:00:00.000,2018-03-20T00:00:00.000,1-271776707,,To construct exterior alterations ( install 4 new windows and 1 door) and to construct interior alterations to an Single Detached House (main floor and Basement development and installation of an elevator. Basement development NOT to be used as an additional Dwelling).,parcel_geocode
1901 - SADDLEBACK ROAD NW,SKYRATTLER,,53.44981095504585,-113.52076607556384,yes,building,1,1,0,handrail,2011-10-24T00:00:00.000,2011-10-24T00:00:00.000,3-90208568,,"Replace exterior stairs, handrails and guards on all units of an 8 unit and 7 unit condo complex - Cottonwood Manor.",parcel_geocode
1932 - WEST ROYAL WAY NW,WESTVIEW VILLAGE,,,,no,building,1,1,0,accessible; ramp,2018-05-09T00:00:00.000,2018-05-09T00:00:00.000,1-280389812,,"To construct side uncovered decks with an accessibility ramp to a Mobile House (overall size, 12.19m x 7.13m).",none
199 - WINDERMERE DRIVE NW,WINDERMERE,,53.4448884512921,-113.62230940018804,yes,building,1,1,0,lift,2022-06-10T00:00:00.000,2022-06-10T00:00:00.000,2-388578784,,"To construct a Single Detached House with front attached Garage, Unenclosed Front Porch, rear covered decks (4.0m x 5.48m, 5.33m x 3.97m), rear uncovered deck (3.81m x 3.11m), balconies, and Basement development (NOT to be used as an additional Dwelling - 1 bedroom/guest room, 1 storage room, 1 elevator, 2 bathrooms, 1 scotch room, 1 exercise room, 1 game room, 1 theater and 2 mechanical rooms).",parcel_geocode
2 - MEADOW CRESCENT NW,MAPLE RIDGE,,,,no,building,1,1,0,ramp; wheelchair,2012-03-01T00:00:00.000,2012-03-01T00:00:00.000,0-121338164,,To construct a Wheel chair ramp. ( 6.09m x 2.43m @ 0.61m high),none
2011 - 137 AVENUE NW,KERNOHAN,,53.59982160705125,-113.37554558022687,yes,building,1,1,0,lift,2025-10-24T00:00:00.000,2025-10-24T00:00:00.000,1-621904090,,To replace conventional FACP with a new hybrid addressable/conventional FACP to allow for proper implementation of the elevator homing function.,parcel_geocode
"203, 8315 - 105 STREET NW",STRATHCONA,,53.51975088260633,-113.49989166080674,yes,building,1,1,0,lift,2022-12-08T00:00:00.000,2022-12-08T00:00:00.000,1-450084022,,"To construct Interior Alterations (Replacement of existing fire alarm system due to elevator upgrade) --""Heritage House Condominiums""--",parcel_geocode
2035 - GRANTHAM COURT NW,GLASTONBURY,,53.510470732358236,-113.67216850806474,yes,building,1,1,0,lift,2026-06-02T00:00:00.000,2026-06-02T00:00:00.000,1-657120318,,To construct Interior Alterations. Adding card access and maglocks with fire alarm connections to 2 elevator lobbies in an underground parkade serving an existing Apartment building.   ”Californian Parkland Condos” WORK DONE WITHOUT PERMITS,parcel_geocode
2044 - 45 STREET NW,POLLARD MEADOWS,,53.453519119828925,-113.41162240804282,yes,building,1,1,0,handrail,2013-02-05T00:00:00.000,2013-02-05T00:00:00.000,0-133840352,,To construct interior alterations in a Single Detached House (Removal of existing handrail/guardrail and replacing new).,parcel_geocode
2110 - 201 STREET NW,STILLWATER,sipiwiyiniwak Ward,53.452253057,-113.666524593,yes,development,1,0,1,accessible,2017-10-26T00:00:00.000,2017-10-26T00:00:00.000,,241776673-002,"To construct a Community Recreation Services Use building and to develop a Publicly Accessible Private Park (playground, water park, multi-functional sports field and Accessory maintenance / storage building).  The Community Recreation Services building will initially operate as a Residential Sales Centre for a period of up to 10 years.",development
2120 - 35A AVENUE NW,WILD ROSE,,53.47010590148691,-113.37528299460485,yes,building,1,1,0,lift; wheelchair,2013-07-15T00:00:00.000,2013-07-15T00:00:00.000,0-141203477,,To install al Wheel Chair Lift at rear of an existing Single Family Dwelling.,parcel_geocode
21355 - 91 AVENUE NW,SUDER GREENS,,53.524535639533894,-113.68828511840759,yes,building,1,1,0,lift; wheelchair,2010-05-25T00:00:00.000,2010-05-25T00:00:00.000,1-97412213,,"To Construct an Addition (4.2m X 6.1m - Rear) and (0.6m X 3.3m - Cantilever), Uncovered deck with a Wheelchair lift.",parcel_geocode
2145 - 28 AVENUE SW,DECOTEAU,,53.406829245136585,-113.37476478814477,yes,building,1,1,0,lift,2011-08-26T00:00:00.000,2011-08-26T00:00:00.000,1-112631056,,"To construct an addition (16.46m x 8.31m) to a single detached house with an elevator, side veranda and basement development (large double garage, guest room, flex room, and mechanical rooms).",parcel_geocode
"215, 1097 - KESWICK DRIVE SW",KESWICK,pihêsiwin Ward,53.419849725260015,-113.62067636931542,yes,development,1,0,1,ramp,2024-05-03T00:00:00.000,2024-05-03T00:00:00.000,,416139755-009,"To construct interior and exterior alterations to a 4 storey high mixed-use building (parkade ramp shifting with some parking reconfiguration, stair location shifted to accommodate revised dwelling units - total 45 dwellings, revised elevations, reference approved DP #416139755-002)",development
22114 - 81A AVENUE NW,ROSENTHAL,,53.515341962900386,-113.69790602891786,yes,building,1,1,0,lift,2022-05-20T00:00:00.000,2022-05-20T00:00:00.000,2-428361947,,"To construct a Semi-Detached House with front attached Garage, Uncovered deck(S) (3.05M X 4.06M  X 2). Basement development (NOT to be used as an additional Dwelling), (22118 has an elevator)    Suite 22118: 1 rec room, 2 bedrooms, 1 bathroom, 1 laundry room and 1 mechanical room.  Suite 22114: 1 rec room with wet bar, 1 bedroom, 1 bathroom, 1 laundry room and 1 mechanical room.",parcel_geocode
2216 - BLUE JAY LANDING NW,STARLING,,53.59615765447564,-113.65597132951406,yes,building,1,1,0,lift,2013-04-17T00:00:00.000,2013-04-17T00:00:00.000,0-134175754,,"To construct a single detached house with attached garage, rear uncovered deck (3.66m X 4.27m), front veranda, fireplace and basement (utility room 1 bathroom, storage room, family room, and elevator shaft) development ( Not to be a Secondary Suite).",parcel_geocode
224 - OAK WOOD DRIVE NW,MAPLE RIDGE,,,,no,building,1,1,0,ramp; wheelchair,2010-11-19T00:00:00.000,2010-11-19T00:00:00.000,0-103669402,,To construct a wheelchair ramp (1.22 m x 14.63 m).,none
22711 - 122 AVENUE NW,KINGLET GARDENS,,53.5755772392048,-113.70706608645156,yes,building,1,1,0,ramp,2025-04-07T00:00:00.000,2025-04-07T00:00:00.000,1-501178220,,"To construct exterior alterations to a single detached house; construct a 256 sqm 2 storey addition, deck and ramp for the use of the resident monks as a monastery.",parcel_geocode
235 - WAKINA DRIVE NW,OLESKIW,,53.50151675575495,-113.60403054843599,yes,building,1,1,0,lift,2019-04-02T00:00:00.000,2019-04-02T00:00:00.000,0-287887903,,To construct interior alterations (To install an elevator in a Semi Detached House.) no exterior alterations.,parcel_geocode
2409 - CAMERON RAVINE DRIVE NW,CAMERON HEIGHTS,,53.47089644348001,-113.62901833770145,yes,building,1,1,0,lift,2012-03-23T00:00:00.000,2012-03-23T00:00:00.000,0-120782940,,To construct interior alterations to an existing Single Detached House - Elevator,parcel_geocode
2411 - 47 STREET NW,WEINLOS,,53.45632967556543,-113.41477818682789,yes,building,1,1,0,ramp,2020-08-25T00:00:00.000,2020-08-25T00:00:00.000,1-368804350,,To construct a front Uncovered Landing with ramp to a Single Detached House (1.83m x 1.22m @ 0.61m in Height).,parcel_geocode
2421 - 104 STREET NW,ERMINESKIN,,,,no,building,1,1,0,handrail,2019-04-25T00:00:00.000,2019-04-25T00:00:00.000,1-288005589,,"To construct exterior alterations to an apartment building (""Ermineskin Place""; replacing handrail on west elevation of Block C).",none
2427 - 145 AVENUE NW,FRASER,,53.608209634823645,-113.37916700769522,yes,building,1,1,0,lift,2025-01-02T00:00:00.000,2025-01-02T00:00:00.000,1-551354289,,To construct interior alterations to an Accessory building (Installation of push pier in garage to stabilize and lift the foundation).,parcel_geocode
2442 - CAMERON RAVINE DRIVE NW,CAMERON HEIGHTS,,53.473109921250966,-113.6247370623787,yes,building,1,1,0,lift,2013-10-25T00:00:00.000,2013-10-25T00:00:00.000,0-130482275,,"To construct a single detached house with attached garage, covered deck, uncovered deck, fireplace, balcony, and basement development.  Walk out basement development includes; 1 elevator, 1 lower garage storage,  2 bathrooms, 1 bedroom c/w w i c, 1 storage under stairs, 1 storage utility room, 1 utility room, 1 theatre room, 1 exercise room, 1 games room, 1 wet bar area, 1 sitting/media area, 1 wine cellar, 1 wine tasting area.",parcel_geocode
253 - WOODVALE ROAD WEST NW,HILLVIEW,Karhiio Ward,53.4684505325565,-113.43219399930959,yes,development,1,0,1,lift,2016-10-13T00:00:00.000,2016-10-13T00:00:00.000,,232204188-001,To construct an addition (elevator / lobby enclosure) to a Religious Assembly building,development
259 - EVERGREEN PARK NW,"EVERGREEN, MARQUIS",,,,no,building,1,1,0,barrier-free; ramp,2010-02-01T00:00:00.000,2010-02-01T00:00:00.000,1-90097149,,"Mobile home renovated for barrier free access - new ramp, enlarge exterior doors, renovate bathroom and kitchen (existing without permits).",none
2761 - WHEATON DRIVE NW,WINDERMERE,,53.446685732249996,-113.62071126413258,yes,building,1,1,0,wheelchair,2020-03-16T00:00:00.000,2020-03-16T00:00:00.000,0-353092173,,"To construct exterior alterations (Driveway extension (1.61 m) to be used as a walkway and wheelchair access to the side yard), existing without permits.",parcel_geocode
2787 - WHEATON DRIVE NW,WINDERMERE,,53.44781400264385,-113.61775276938633,yes,building,1,1,0,lift,2022-10-05T00:00:00.000,2022-10-05T00:00:00.000,2-416832943,,"To construct a Single Detached House with front attached Garage, elevator, balcony, covered deck, fireplace, front veranda, and Walkout Basement Development with wet bar ((NOT to be used as an additional Dwelling) 2 bedrooms, bathroom, sewing room, rec room, wet bar, storage, and mechanical room).",parcel_geocode
2831 - 109A STREET NW,ERMINESKIN,Ipiihkoohkanipiaohtsi Ward,53.45913151333767,-113.51073006284352,yes,development,1,0,1,accessible,2024-10-16T00:00:00.000,2024-10-16T00:00:00.000,,476674426-002,To construct a Multi-unit Housing building (293 Dwellings) with an underground parkade and a Publicly Accessible Private Park.,development
2901 - 130 AVENUE NW,BELMONT,,,,no,building,1,1,0,handrail,2019-06-26T00:00:00.000,2019-06-26T00:00:00.000,2-234672660,,"To construct exterior alterations to existing garage ceiling repairs and hand railings. (Green Manor Gardens Buildings 2901, 2911, 2927, 2937, 2947)",none
2904 - 132A AVENUE NW,BELMONT,,53.593537344955095,-113.38683875693789,yes,building,1,1,0,ramp; wheelchair,2014-09-25T00:00:00.000,2014-09-25T00:00:00.000,0-161396897,,To construct a wheel chair ramp in the side and rear yard of a Semi-detached house (max. height 1.01m starting from the side door and gradually declining to grade in the rear yard).,parcel_geocode
30 - WEST POINT WYNDE NW,OLESKIW,,53.50378690773549,-113.60834716356325,yes,building,1,1,0,lift,2018-01-09T00:00:00.000,2018-01-09T00:00:00.000,0-269855495,,"To construct interior alterations to a Single Detached House (addition of elevator on basement, main and second floor and alterations to two bathrooms on second floor)",parcel_geocode
"303, 7951 - 96 STREET NW",RITCHIE,,53.515744590826266,-113.4760213607395,yes,building,1,1,0,barrier-free,2011-05-25T00:00:00.000,2011-05-25T00:00:00.000,0-109766978,,To construct interior alterations to an existing apartment house - Modification of suite #303 for barrier free access and barrier free washroom.,parcel_geocode
"310, 10332 - 103 STREET NW",DOWNTOWN,"Ward 6,O-day'min Ward",53.54543669181046,-113.4973074738212,yes,development,1,0,1,accessible,2020-01-21T00:00:00.000,2020-01-21T00:00:00.000,,346817458-002,"To amend the approved Development Permit number 234919092-007 by constructing an addition of a Restaurant / Bar and Neighbourhood Pub to Level 3 (podium rooftop) by increasing the overall total Floor Area of 739 square meters to an approved mixed Use Tower that includes the common lobby, nine (9) General Retail Stores, an increase from three (3) to four (4) Restaurants and to change the Use to three (3) of the Restaurants (B, C and D) to Restaurants / Bars and Neighbourhood Pubs (1,753 square meters of Public Space with 879 seats, where 876.5 square meters of Public Space and 440 seats is dedicated to Restaurant and 876.5 square meters of Public Space and 439 seats is dedicated to Bars and Neighbourhood Pubs), with an attached accessory exterior outdoor rooftop patio with 1,175 square meters of Public Space with 397 seats; one (1) Professional, Financial and Office Support Services; with accessory Non-Residential Amenity Area including accessible outdoor rooftop podium; with an Apartment Housing Tower (Dwelling units of 582 from the 3rd to 41st floors), with accessory Residential Amenity Area (indoor and outdoor rooftop podium); and an Urban Garden (reduction from 66 to 44 garden plots) on the rooftop podium; and mechanical rooms on the 42nd floor; and to construct exterior and interior alterations.",development
3354 - LAKEVIEW ROAD NW,WESTVIEW VILLAGE,,,,no,building,1,1,0,lift; wheelchair,2011-07-27T00:00:00.000,2011-07-27T00:00:00.000,1-110758371,,"To construct exterior alterations (ground level deck 4.57m x 4.27m with wheelchair lift and stairs, DECK 1 3.05m x 3.66m, DECK 2 3.66m x 4.88m, and DECK 3 3.05m x 5.49m) to a mobile  home.",none
3489 - KESWICK BOULEVARD SW,KESWICK,,53.41984229101264,-113.65032497182611,yes,building,1,1,0,lift,2020-01-14T00:00:00.000,2020-01-14T00:00:00.000,1-343757731,,"To construct a Single Detached House with front attached Garage, balcony, Basement development (NOT to be used as an additional Dwelling), rear covered deck (4.62m x 3.66m), fireplace, front uncovered deck,  Unenclosed Front Porch, elevator, wet bar and walkout Basement.",parcel_geocode
3493 - KESWICK BOULEVARD SW,KESWICK,,53.419600446971195,-113.6500316861946,yes,building,1,1,0,lift,2019-06-07T00:00:00.000,2019-06-07T00:00:00.000,1-307806932,,"To construct a Single Detached House with front attached Garage, balcony (above garage), Basement development (NOT to be used as an additional Dwelling), (2 Bedrooms, 2 Bathrooms, Recreation Room, Mechanical Room, Elevator, Foyer,)  covered deck (1.83m x 5.64m), fireplace, and uncovered deck (2.44m x 5.64m).",parcel_geocode
350 - HOOPER CRESCENT NW,OVERLANDERS,,53.58543133229705,-113.3925554561317,yes,building,1,1,0,lift,2026-06-09T00:00:00.000,2026-06-09T00:00:00.000,1-656456734,,To construct Interior Alterations (Fire alarm and elevator upgrades) to an existing residential apartment building.   ”Durham County”,parcel_geocode
3527 - 118 STREET NW,GREENFIELD,,53.46987307432404,-113.53728364500851,yes,building,1,1,0,lift,2025-11-10T00:00:00.000,2025-11-10T00:00:00.000,1-635975602,,"To construct interior alterations to a Residential Use building ( Foundation repair (installing push piers, which are steel foundation supports driven into stable soil or bedrock to lift and permanently stabilize a settling structure)). 3527 - 118 STREET NW",parcel_geocode
359 - HOLLICK-KENYON ROAD NW,HOLLICK-KENYON,,53.621047328409155,-113.42638446158755,yes,building,1,1,0,lift; wheelchair,2011-03-14T00:00:00.000,2011-03-14T00:00:00.000,0-105988285,,"To construct interior alterations in a Single Detached House (for wheelchair access).  Elevator installation, washroom renovations, doorways.",parcel_geocode
